 ,value
scen17,1
scen130,1
scen252,1
scen825,1
scen472,1
scen243,1
scen714,1
scen97,1
scen858,1
scen486,1
scen738,1
scen430,1
scen749,1
scen452,1
scen857,1
scen742,1
scen867,1
scen118,1
scen653,1
scen353,1
scen318,1
scen464,1
scen337,1
scen340,1
scen325,1
scen680,1
scen669,1
scen747,1
scen567,1
scen816,1
scen514,1
scen60,1
scen490,1
scen387,1
scen146,1
scen409,1
scen258,1
scen616,1
scen789,1
scen778,1
scen643,1
scen196,1
scen878,1
scen863,1
scen828,1
scen649,0
scen417,0
scen834,0
scen506,0
scen836,0
scen389,0
scen200,0
scen767,0
scen580,0
scen261,0
scen208,0
scen291,0
scen624,0
scen565,0
scen246,0
scen576,0
scen410,0
scen459,0
scen450,0
scen717,0
scen815,0
scen460,0
scen150,0
scen341,0
scen751,0
scen48,0
scen607,0
scen351,0
scen424,0
scen725,0
scen284,0
scen504,0
scen788,0
scen393,0
scen883,0
scen297,0
scen846,0
scen594,0
scen102,0
scen372,0
scen117,0
scen448,0
scen328,0
scen99,0
scen226,0
scen167,0
scen584,0
scen391,0
scen517,0
scen92,0
scen466,0
scen116,0
scen748,0
scen49,0
scen556,0
scen634,0
scen644,0
scen229,0
scen855,0
scen185,0
scen627,0
scen79,0
scen719,0
scen300,0
scen254,0
scen626,0
scen666,0
scen201,0
scen564,0
scen598,0
scen222,0
scen121,0
scen209,0
scen436,0
scen204,0
scen239,0
scen336,0
scen850,0
scen745,0
scen699,0
scen235,0
scen851,0
scen74,0
scen744,0
scen702,0
scen289,0
scen479,0
scen14,0
scen80,0
scen832,0
scen577,0
scen216,0
scen401,0
scen191,0
scen853,0
scen361,0
scen406,0
scen249,0
scen413,0
scen718,0
scen513,0
scen570,0
scen493,0
scen467,0
scen50,0
scen473,0
scen648,0
scen11,0
scen71,0
scen273,0
scen98,0
scen571,0
scen203,0
scen592,0
scen375,0
scen25,0
scen405,0
scen442,0
scen123,0
scen781,0
scen59,0
scen529,0
scen686,0
scen188,0
scen186,0
scen893,0
scen732,0
scen271,0
scen425,0
scen484,0
scen730,0
scen602,0
scen398,0
scen305,0
scen854,0
scen356,0
scen518,0
scen371,0
scen213,0
scen207,0
scen85,0
scen73,0
scen734,0
scen655,0
scen93,0
scen465,0
scen233,0
scen674,0
scen495,0
scen316,0
scen663,0
scen566,0
scen613,0
scen426,0
scen397,0
scen739,0
scen619,0
scen36,0
scen683,0
scen178,0
scen225,0
scen824,0
scen533,0
scen5,0
scen35,0
scen138,0
scen608,0
scen614,0
scen833,0
scen170,0
scen838,0
scen621,0
scen394,0
scen662,0
scen694,0
scen383,0
scen352,0
scen250,0
scen617,0
scen623,0
scen874,0
scen705,0
scen183,0
scen253,0
scen210,0
scen251,0
scen7,0
scen4,0
scen197,0
scen89,0
scen338,0
scen462,0
scen887,0
scen244,0
scen292,0
scen449,0
scen888,0
scen453,0
scen141,0
scen129,0
scen256,0
scen139,0
scen103,0
scen438,0
scen743,0
scen317,0
scen625,0
scen330,0
scen194,0
scen298,0
scen606,0
scen157,0
scen293,0
scen61,0
scen134,0
scen414,0
scen707,0
scen219,0
scen760,0
scen546,0
scen83,0
scen841,0
scen474,0
scen395,0
scen530,0
scen182,0
scen283,0
scen8,0
scen416,0
scen419,0
scen588,0
scen597,0
scen713,0
scen591,0
scen62,0
scen266,0
scen691,0
scen37,0
scen654,0
scen892,0
scen377,0
scen110,0
scen759,0
scen485,0
scen433,0
scen34,0
scen701,0
scen852,0
scen803,0
scen553,0
scen212,0
scen843,0
scen215,0
scen786,0
scen488,0
scen898,0
scen211,0
scen86,0
scen379,0
scen396,0
scen818,0
scen642,0
scen192,0
scen559,0
scen335,0
scen403,0
scen77,0
scen176,0
scen412,0
scen312,0
scen733,0
scen232,0
scen272,0
scen109,0
scen140,0
scen136,0
scen345,0
scen782,0
scen3,0
scen875,0
scen849,0
scen711,0
scen238,0
scen528,0
scen332,0
scen646,0
scen206,0
scen269,0
scen72,0
scen581,0
scen526,0
scen761,0
scen347,0
scen770,0
scen548,0
scen376,0
scen39,0
scen880,0
scen873,0
scen263,0
scen132,0
scen710,0
scen793,0
scen143,0
scen342,0
scen106,0
scen476,0
scen579,0
scen635,0
scen224,0
scen603,0
scen756,0
scen443,0
scen866,0
scen75,0
scen120,0
scen890,0
