 ,value
scen879,1
scen322,1
scen422,1
scen374,1
scen362,1
scen681,1
scen404,1
scen390,1
scen688,1
scen722,1
scen636,1
scen490,1
scen321,1
scen831,1
scen250,1
scen51,1
scen75,1
scen78,1
scen48,1
scen148,1
scen325,1
scen851,1
scen887,1
scen661,1
scen679,1
scen98,1
scen206,1
scen812,1
scen271,1
scen184,1
scen133,1
scen499,1
scen894,1
scen704,1
scen90,1
scen731,1
scen149,1
scen549,1
scen400,1
scen843,1
scen855,1
scen66,1
scen785,1
scen361,1
scen428,1
scen301,0
scen42,0
scen437,0
scen808,0
scen323,0
scen579,0
scen645,0
scen135,0
scen86,0
scen528,0
scen635,0
scen496,0
scen762,0
scen848,0
scen803,0
scen56,0
scen320,0
scen695,0
scen772,0
scen52,0
scen897,0
scen293,0
scen27,0
scen607,0
scen485,0
scen74,0
scen776,0
scen564,0
scen576,0
scen626,0
scen683,0
scen789,0
scen125,0
scen399,0
scen118,0
scen862,0
scen504,0
scen20,0
scen522,0
scen394,0
scen29,0
scen778,0
scen841,0
scen649,0
scen410,0
scen258,0
scen259,0
scen739,0
scen329,0
scen691,0
scen771,0
scen532,0
scen491,0
scen357,0
scen515,0
scen857,0
scen664,0
scen461,0
scen68,0
scen834,0
scen757,0
scen59,0
scen247,0
scen735,0
scen453,0
scen299,0
scen262,0
scen543,0
scen116,0
scen568,0
scen650,0
scen642,0
scen36,0
scen14,0
scen889,0
scen810,0
scen534,0
scen208,0
scen369,0
scen665,0
scen440,0
scen622,0
scen17,0
scen656,0
scen296,0
scen594,0
scen816,0
scen623,0
scen454,0
scen243,0
scen245,0
scen510,0
scen703,0
scen707,0
scen624,0
scen541,0
scen709,0
scen405,0
scen562,0
scen311,0
scen447,0
scen26,0
scen830,0
scen18,0
scen589,0
scen511,0
scen201,0
scen863,0
scen489,0
scen111,0
scen265,0
scen103,0
scen326,0
scen814,0
scen477,0
scen238,0
scen743,0
scen765,0
scen648,0
scen864,0
scen472,0
scen216,0
scen774,0
scen721,0
scen700,0
scen457,0
scen476,0
scen378,0
scen300,0
scen379,0
scen886,0
scen766,0
scen617,0
scen627,0
scen858,0
scen548,0
scen509,0
scen392,0
scen139,0
scen81,0
scen871,0
scen581,0
scen117,0
scen573,0
scen120,0
scen360,0
scen866,0
scen412,0
scen595,0
scen167,0
scen781,0
scen397,0
scen1,0
scen600,0
scen770,0
scen150,0
scen381,0
scen53,0
scen557,0
scen174,0
scen193,0
scen763,0
scen836,0
scen899,0
scen818,0
scen609,0
scen251,0
scen16,0
scen881,0
scen232,0
scen303,0
scen339,0
scen711,0
scen314,0
scen332,0
scen668,0
scen698,0
scen181,0
scen713,0
scen686,0
scen188,0
scen749,0
scen309,0
scen195,0
scen675,0
scen697,0
scen893,0
scen229,0
scen417,0
scen34,0
scen495,0
scen580,0
scen799,0
scen671,0
scen286,0
scen233,0
scen155,0
scen487,0
scen136,0
scen805,0
scen523,0
scen891,0
scen2,0
scen878,0
scen755,0
scen651,0
scen850,0
scen473,0
scen175,0
scen885,0
scen849,0
scen826,0
scen337,0
scen119,0
scen898,0
scen748,0
scen292,0
scen257,0
scen604,0
scen585,0
scen582,0
scen853,0
scen71,0
scen544,0
scen659,0
scen352,0
scen819,0
scen715,0
scen873,0
scen702,0
scen8,0
scen888,0
scen754,0
scen253,0
scen877,0
scen202,0
scen450,0
scen854,0
scen455,0
scen618,0
scen820,0
scen488,0
scen172,0
scen285,0
scen769,0
scen102,0
scen261,0
scen82,0
scen883,0
scen773,0
scen498,0
scen84,0
scen391,0
scen278,0
scen644,0
scen846,0
scen443,0
scen219,0
scen107,0
scen745,0
scen420,0
scen349,0
scen807,0
scen530,0
scen377,0
scen281,0
scen3,0
scen742,0
scen535,0
scen50,0
scen738,0
scen298,0
scen628,0
scen553,0
scen508,0
scen41,0
scen28,0
scen620,0
scen345,0
scen567,0
scen733,0
scen242,0
scen217,0
scen677,0
scen732,0
scen592,0
scen621,0
scen817,0
scen100,0
scen334,0
scen225,0
scen376,0
scen393,0
scen458,0
scen372,0
scen213,0
scen221,0
scen663,0
scen753,0
scen341,0
scen270,0
scen359,0
scen80,0
scen716,0
scen614,0
scen694,0
scen784,0
scen185,0
scen740,0
scen660,0
scen33,0
scen838,0
scen246,0
scen32,0
scen160,0
scen272,0
scen25,0
scen536,0
scen434,0
scen65,0
scen860,0
scen289,0
scen429,0
scen424,0
scen342,0
scen813,0
scen413,0
scen109,0
scen177,0
scen403,0
scen900,0
scen475,0
scen561,0
scen605,0
scen630,0
scen266,0
scen634,0
scen182,0
scen267,0
scen859,0
scen546,0
scen284,0
scen55,0
scen47,0
scen356,0
scen687,0
scen674,0
scen868,0
scen87,0
scen62,0
scen70,0
scen545,0
scen730,0
scen249,0
scen746,0
scen254,0
scen145,0
scen747,0
scen646,0
scen275,0
scen310,0
scen138,0
scen186,0
scen531,0
scen64,0
scen319,0
scen497,0
scen179,0
scen207,0
scen632,0
scen324,0
scen599,0
scen845,0
scen435,0
scen373,0
scen131,0
scen570,0
scen572,0
scen547,0
scen875,0
scen5,0
scen791,0
scen204,0
scen94,0
scen24,0
scen276,0
scen224,0
scen833,0
scen439,0
scen122,0
scen610,0
scen58,0
scen512,0
scen367,0
scen151,0
scen870,0
scen433,0
scen815,0
scen328,0
scen235,0
scen180,0
scen460,0
scen269,0
scen411,0
scen616,0
scen806,0
scen519,0
scen520,0
scen37,0
scen287,0
scen588,0
scen45,0
scen273,0
scen633,0
scen248,0
scen884,0
scen260,0
scen613,0
scen720,0
scen431,0
scen563,0
scen456,0
scen699,0
scen793,0
scen825,0
scen847,0
scen468,0
scen602,0
scen370,0
scen790,0
scen7,0
scen331,0
scen234,0
scen727,0
scen882,0
scen60,0
scen706,0
scen67,0
scen892,0
scen196,0
scen449,0
scen161,0
scen171,0
scen190,0
scen141,0
scen596,0
scen441,0
scen43,0
scen578,0
scen290,0
scen210,0
scen482,0
scen505,0
scen268,0
scen113,0
scen295,0
scen714,0
scen751,0
scen676,0
scen283,0
scen169,0
scen425,0
scen533,0
scen452,0
scen350,0
scen104,0
scen315,0
scen640,0
scen73,0
scen108,0
scen612,0
scen388,0
scen414,0
scen701,0
scen143,0
scen597,0
scen527,0
scen756,0
scen593,0
scen481,0
scen463,0
scen758,0
scen386,0
scen436,0
scen670,0
scen363,0
scen861,0
scen198,0
scen792,0
scen23,0
scen736,0
scen353,0
scen316,0
scen85,0
scen526,0
scen494,0
scen571,0
scen395,0
scen560,0
scen800,0
scen880,0
scen163,0
scen559,0
scen38,0
scen430,0
scen678,0
scen492,0
scen162,0
scen852,0
scen712,0
scen227,0
scen317,0
scen486,0
scen513,0
scen95,0
scen465,0
scen566,0
scen518,0
scen127,0
scen415,0
scen114,0
scen318,0
scen371,0
scen872,0
scen777,0
scen445,0
scen83,0
scen723,0
scen187,0
scen786,0
scen156,0
scen837,0
scen867,0
scen134,0
scen506,0
scen787,0
scen832,0
scen601,0
scen418,0
scen760,0
scen101,0
scen537,0
scen685,0
scen423,0
scen611,0
scen741,0
scen684,0
scen689,0
scen529,0
scen236,0
scen347,0
scen680,0
scen761,0
scen256,0
scen241,0
scen583,
scen63,
scen822,
scen10,
scen61,
scen398,
scen375,
scen277,
scen783,
scen469,
scen459,
scen797,
scen212,
scen737,
scen608,
scen869,
scen586,
scen865,
scen782,
scen493,
scen427,
scen558,
scen128,
scen598,
scen91,
scen478,
scen672,
scen693,
scen189,
scen502,
scen112,
scen203,
scen228,
scen821,
scen396,
scen673,
scen31,
scen809,
scen22,
scen759,
scen409,
scen823,
scen717,
scen692,
scen603,
scen448,
scen57,
scen643,
scen282,
scen638,
scen432,
scen658,
scen470,
scen575,
scen343,
scen438,
scen173,
scen76,
scen842,
scen708,
scen40,
scen240,
scen97,
scen21,
scen725,
scen484,
scen110,
scen801,
scen92,
scen140,
scen591,
scen451,
scen500,
scen464,
scen480,
scen154,
scen895,
scen690,
scen525,
scen794,
scen584,
scen308,
scen657,
scen625,
scen6,
scen364,
scen147,
scen142,
scen474,
scen368,
scen348,
scen767,
scen653,
scen552,
scen629,
scen426,
scen305,
scen416,
scen132,
scen406,
scen330,
scen637,
scen696,
scen780,
scen96,
scen615,
scen662,
scen165,
scen669,
scen606,
scen384,
scen344,
scen366,
scen539,
scen389,
scen728,
scen811,
scen768,
scen442,
scen569,
scen827,
scen554,
scen199,
scen274,
scen44,
scen166,
scen521,
scen641,
scen313,
scen590,
scen385,
scen106,
scen647,
scen408,
scen383,
scen215,
scen152,
scen796,
scen795,
scen550,
scen88,
scen724,
scen209,
scen191,
scen115,
scen824,
scen798,
scen130,
scen346,
scen750,
scen407,
scen517,
scen779,
scen542,
scen483,
scen471,
scen654,
scen304,
scen158,
scen734,
scen466,
scen639,
scen446,
scen354,
scen159,
scen124,
scen503,
scen718,
scen239,
scen137,
scen402,
scen387,
scen365,
scen72,
scen719,
scen237,
scen146,
scen263,
scen382,
scen176,
scen192,
scen577,
scen524,
scen682,
scen829,
scen144,
scen13,
scen15,
scen54,
scen19,
scen421,
scen890,
scen764,
scen652,
scen516,
scen79,
scen874,
scen802,
scen666,
scen200,
scen279,
scen467,
scen333,
scen355,
scen222,
scen856,
scen244,
scen223,
scen12,
scen667,
scen226,
scen835,
scen705,
scen655,
scen351,
scen876,
scen556,
scen551,
scen121,
scen30,
scen514,
scen479,
scen358,
scen255,
scen401,
scen312,
scen462,
scen844,
scen288,
scen729,
scen280,
scen294,
scen631,
scen39,
scen218,
scen306,
scen264,
scen93,
scen380,
scen49,
scen153,
scen444,
scen46,
scen307,
scen327,
scen69,
scen338,
scen291,
scen565,
scen211,
scen129,
scen220,
scen340,
scen99,
scen123,
scen726,
scen335,
scen11,
scen252,
scen164,
scen555,
scen194,
scen9,
scen4,
scen744,
scen419,
scen157,
scen896,
scen297,
scen788,
scen804,
scen168,
scen183,
scen619,
scen302,
scen775,
scen710,
scen89,
scen77,
scen839,
scen540,
scen126,
scen574,
scen178,
scen35,
scen840,
scen105,
scen507,
scen214,
scen231,
scen752,
scen197,
scen501,
scen170,
scen587,
scen336,
scen538,
scen828,
scen205,
scen230,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
