,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
scen1,46.91444317,57.6739808,47.05519529,2.792923717,8.373251145,9.909772202,28.25585467,6.341234407,7.33253304,12.64889715,6.623619793,2.782384367,13.05540701,27.01713718,22.20655068,10.63921476,0.633674173,19.8208404,29.08332832,27.75219935,36.85789465,33.58949176,43.05996386,51.60407992
scen2,28.6812058,18.83676481,25.65165395,11.36995709,14.36455,10.23350773,30.53929754,16.23113706,1.089598098,15.24907471,2.18541155,20.1493078,3.424929792,16.3222373,6.174958278,28.45676411,39.02559498,21.3000085,39.70438479,29.36955685,31.55390217,25.59202614,14.28546052,14.874002
scen3,43.92753965,44.35970728,42.68196183,0.360112091,5.216240299,18.53544039,15.95306101,2.246384505,0.602955137,14.82177117,5.858952974,18.36725951,1.612940188,4.076010808,11.22023623,26.27261616,34.26369739,29.53326764,21.89999672,24.50131815,34.13272553,27.15278453,24.78320134,21.4947601
scen4,33.64803472,25.94988044,9.05485749,1.01328857,17.11684708,14.72279489,3.878066343,6.918914389,8.042405665,18.55071105,33.50643143,20.71389314,8.98178325,13.35328999,29.60449715,26.42446052,24.25357176,21.60351326,32.9297043,35.52073154,20.72425171,28.31341463,22.53434603,27.1814182
scen5,40.17034306,47.033284,47.21131483,7.587678463,23.95841877,24.3405824,11.47205382,5.598145446,14.04590766,7.638912138,0.113362015,9.003102923,16.34052789,17.19127232,9.159291322,12.0612455,14.22909382,18.66769038,24.22614644,25.68026109,32.26256277,21.22992382,20.48610299,18.36327706
scen6,25.8277452,27.65949284,31.00651468,2.463316227,1.743037753,10.68914148,4.042781041,4.065577082,9.526376045,1.06626028,6.706195618,5.872380803,21.9101748,26.87613016,22.15413515,40.11872861,46.82297922,45.54767333,34.22201296,33.64926119,24.31063202,2.263427693,11.47922184,24.86626712
scen7,36.3000464,23.70036902,14.9426142,14.64682662,24.94983442,29.82905824,15.50416274,2.259690559,17.03849756,15.29488591,3.341961843,9.742958047,6.856339941,0.543630964,4.195074305,29.36370983,31.7094533,36.06401955,48.48284648,64.23308853,68.60253356,24.36402056,26.61927996,20.06056616
scen8,45.22688376,44.08149942,28.36279098,7.688092841,1.309176611,12.75915645,6.196741636,1.361627315,5.758594414,3.024895979,17.18305486,19.90420166,4.88560027,1.948948966,18.07266533,24.60257279,24.39950957,43.05947519,32.25983421,44.85288327,63.78176326,22.48601932,12.812833,8.230734179
scen9,22.30154277,33.31924489,49.47161402,10.18892917,14.47097616,10.90875689,18.44562698,12.30930382,16.95665508,4.714190776,5.362513243,17.27815597,1.558474891,5.932580149,1.777650403,29.00636675,37.99856703,18.91190037,42.49793528,49.26407112,51.50714274,30.69903286,24.88635224,12.01188474
scen10,32.00220373,23.32777141,20.25331229,5.295478519,7.047497933,2.848835691,8.652309507,12.41798237,0.850977532,7.499623185,0.235309469,10.65875699,7.787116434,4.474672071,24.57844578,25.87083502,40.68675597,64.54061853,29.47985126,16.88729893,10.58911048,28.43788074,28.82016001,20.16989814
scen11,34.61350034,31.569086,30.61041462,10.08925635,17.49627468,23.99879851,8.686663938,1.766818739,9.942065931,2.431111932,12.75816829,17.70033863,1.462944676,2.530757303,0.245648378,51.69172909,56.35626702,57.31058462,24.24564904,13.91959933,21.77849559,25.4385017,28.35264954,9.662423782
scen12,39.09565007,30.22052386,18.83599206,2.623683743,14.28419552,19.02537178,3.005536236,5.941234558,1.543639635,2.132719272,13.46775719,20.63698463,7.944565512,5.003936993,5.220385845,26.34187263,18.82420003,6.141458726,28.96160676,26.29438066,15.38478836,51.79740411,67.74954948,70.15941576
scen13,40.45681228,30.50600185,26.06052084,18.76306822,15.37591255,5.288430529,13.73879598,18.24471893,36.65975663,21.56048342,38.91396154,43.5493772,0.331907158,0.271885467,17.93183601,50.0950138,50.42230546,36.75427092,49.46088751,49.06932382,42.78878485,16.13784351,23.42021879,33.55037869
scen14,28.91267098,50.81686656,70.24691773,8.029592466,9.178712305,14.72098091,28.48825799,34.97411545,28.14936559,5.255020026,17.41327834,6.073989758,7.712505243,6.118437751,1.244314223,49.87500563,34.65619175,26.27877139,24.19726717,16.4442843,25.76239293,30.14546757,34.844054,32.70193345
