,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
scen1,45.031,37.688,31.320,12.333,17.266,38.282,20.606,3.618,13.157,14.774,30.050,29.040,0.331,7.437,18.818,46.966,38.636,49.056,37.103,24.240,18.973,35.067,33.954,36.551
scen2,44.422,40.700,37.833,10.803,23.966,26.814,1.276,1.666,9.045,9.621,9.985,17.110,32.709,32.374,14.738,41.632,50.687,46.992,33.711,42.045,37.494,30.371,38.292,38.853
scen3,56.384,48.093,59.757,6.152,1.107,5.358,1.385,3.977,5.657,0.112,24.450,36.274,2.704,4.561,0.405,23.601,37.570,30.718,30.030,35.080,35.006,13.419,4.772,6.919
scen4,46.972,37.932,51.390,12.789,1.331,12.347,11.596,23.386,29.891,3.842,5.286,16.917,6.146,11.793,7.725,38.703,39.277,48.081,31.246,51.566,59.799,49.373,48.097,41.399
scen5,30.565,39.625,58.191,3.752,1.467,17.875,21.331,38.631,45.615,10.223,6.289,3.960,14.903,14.377,20.045,27.485,23.107,20.467,39.591,28.279,29.659,22.070,27.059,38.193
scen6,38.733,43.179,24.059,2.343,0.064,12.339,1.716,14.329,20.233,6.234,4.631,3.574,6.812,16.381,24.582,36.615,42.242,58.511,26.253,34.032,36.753,36.477,26.311,44.251
scen7,40.132,52.779,67.385,31.397,29.484,25.546,26.208,34.722,27.220,11.873,12.410,3.761,3.723,19.812,35.656,54.010,57.244,60.519,41.211,55.675,54.532,38.324,38.976,43.172
scen8,19.055,7.708,27.592,13.289,17.085,17.003,0.543,8.761,4.837,18.131,26.544,22.556,13.895,6.201,0.660,34.781,44.093,50.319,36.730,53.967,56.616,11.153,4.496,14.255
scen9,53.418,59.830,44.019,4.841,7.622,11.499,1.232,11.980,23.742,11.667,10.875,5.297,10.842,17.300,21.046,49.267,40.210,34.345,25.214,22.177,29.735,27.107,35.967,39.615
scen10,30.540,29.679,38.996,4.821,14.306,1.465,11.634,22.913,41.964,5.306,0.941,3.468,9.313,8.196,8.574,17.439,14.692,1.518,34.987,37.825,47.666,34.463,20.560,32.197
scen11,36.020,35.091,47.960,16.484,10.045,23.581,11.961,3.512,0.950,11.040,17.101,15.929,8.661,24.762,23.559,42.217,38.853,32.724,37.597,40.166,36.351,0.516,9.535,12.528
scen12,62.757,65.328,60.621,7.453,4.822,30.447,15.598,28.354,31.985,8.789,16.880,22.100,6.615,1.682,0.551,25.107,17.717,3.401,27.183,13.075,12.213,23.339,15.975,22.702
scen13,44.603,55.293,45.016,9.927,1.595,16.964,20.587,15.200,16.227,16.418,8.807,4.549,6.485,9.978,7.740,20.363,1.659,20.037,40.428,44.581,34.747,17.008,29.601,35.803
scen14,32.717,36.383,41.327,14.968,12.766,13.812,9.967,28.621,48.180,16.991,26.730,35.428,15.505,15.570,10.413,25.154,36.082,39.618,32.117,28.314,34.718,35.618,33.835,42.565
scen15,37.874,42.472,42.805,3.012,9.668,23.988,1.709,8.524,25.411,12.900,2.228,23.372,4.795,16.900,29.430,37.834,41.208,36.943,38.059,31.842,21.364,19.952,21.776,9.212
scen16,30.817,22.005,6.345,16.071,26.592,44.047,5.510,3.395,4.941,13.385,13.221,18.963,2.207,20.674,21.415,40.678,32.340,33.578,50.943,39.000,21.409,8.642,17.289,32.768
scen17,34.867,22.309,36.072,12.679,24.663,38.212,19.373,23.561,11.643,6.562,18.475,4.246,4.774,19.394,5.636,48.009,63.733,66.217,42.752,49.044,43.414,25.160,28.793,31.948
scen18,47.532,54.082,73.059,3.418,5.759,12.933,2.061,1.483,13.873,3.942,0.992,1.730,17.928,15.458,5.324,17.294,9.647,9.117,7.288,5.285,26.644,31.347,30.714,15.552
scen19,38.633,35.668,34.619,16.307,29.611,14.065,7.552,5.316,10.386,11.754,0.775,10.719,19.612,16.134,13.181,25.096,20.330,24.709,24.757,35.440,29.374,22.210,43.328,47.588
scen20,48.604,39.216,34.898,7.556,4.111,15.221,0.050,10.721,5.540,3.625,12.116,4.618,3.462,5.843,8.376,32.515,33.046,37.607,30.487,27.432,40.404,23.485,27.126,19.017
scen21,26.453,42.944,54.695,12.994,21.336,42.168,0.356,3.285,7.851,10.802,14.456,26.348,1.378,6.295,7.525,26.479,50.474,76.079,38.785,45.454,37.263,36.694,10.568,8.057
scen22,30.877,25.294,42.682,10.368,33.774,26.931,22.942,47.267,52.281,29.604,42.171,32.359,2.681,1.548,15.151,40.398,31.373,31.212,28.742,20.690,21.395,21.663,31.143,45.378
scen23,62.601,61.635,72.630,4.866,12.992,6.069,11.290,12.613,10.708,11.694,19.773,17.174,20.876,21.781,22.382,40.088,28.208,28.589,25.447,25.550,13.920,26.051,18.979,31.215
scen24,36.804,33.510,25.700,3.576,12.501,0.213,9.225,4.555,9.094,0.010,5.130,2.767,4.793,19.225,25.862,37.508,47.582,41.435,40.895,47.423,53.995,15.717,27.155,34.622
scen25,43.575,46.775,40.209,3.257,4.843,3.709,18.762,3.946,18.949,0.189,8.027,12.068,22.673,12.589,11.553,17.372,15.752,15.448,22.050,6.950,6.656,31.510,33.308,34.678
scen26,36.574,42.623,32.469,13.185,12.316,14.902,10.919,29.747,21.344,12.373,6.446,29.443,0.179,17.239,21.967,34.617,45.576,44.568,28.846,24.560,33.056,29.860,18.949,29.836
scen27,40.777,62.472,67.758,12.976,8.362,3.767,0.417,0.830,2.362,20.013,6.308,10.263,3.484,10.536,10.733,34.505,36.644,39.734,23.431,37.047,59.297,23.518,26.045,36.596
scen28,44.996,35.851,31.614,18.812,23.712,26.097,4.189,10.279,16.898,10.250,16.449,25.099,3.435,6.805,5.408,38.856,40.820,36.567,22.007,38.287,52.723,14.363,23.601,41.870
scen29,38.365,30.054,26.581,14.388,29.084,39.228,14.024,17.253,16.987,14.475,11.112,2.539,4.918,9.608,9.318,40.735,35.707,36.440,43.514,36.438,25.848,30.667,35.310,44.749
scen30,39.584,27.738,28.729,8.652,15.704,12.708,2.652,4.861,1.454,33.603,35.912,40.575,0.497,2.566,9.599,39.086,51.650,43.713,22.907,17.745,19.780,22.496,28.119,5.622
scen31,31.351,34.031,24.522,4.544,39.987,35.763,4.452,4.087,2.513,11.111,13.215,20.200,14.759,10.772,14.637,32.768,24.510,25.827,37.062,45.590,45.187,35.889,41.112,41.926
scen32,39.366,30.141,26.876,8.626,20.200,41.383,25.158,11.771,7.064,15.950,23.251,35.798,21.260,24.650,25.049,37.396,48.877,60.227,30.844,27.756,26.720,16.992,18.298,9.556
scen33,44.637,39.565,38.606,10.370,2.428,0.136,22.831,22.027,30.796,7.680,13.786,23.087,8.475,21.370,18.260,36.744,54.038,53.501,47.128,49.299,57.473,40.644,47.574,39.838
scen34,43.502,45.564,30.201,6.805,4.585,23.543,18.238,11.912,33.401,0.982,9.124,12.802,1.385,3.001,15.983,42.089,49.814,50.636,21.439,31.855,42.374,28.002,22.810,35.163
scen35,41.098,34.319,14.833,2.527,0.919,6.017,14.763,18.430,6.809,7.850,13.092,0.105,18.227,39.129,23.697,30.540,24.344,22.159,29.135,19.984,23.090,17.258,22.875,15.283
scen36,46.225,51.414,69.914,3.658,9.197,11.823,17.992,43.903,52.420,13.374,20.132,31.162,4.256,14.874,0.947,34.962,36.332,34.841,37.741,29.519,27.576,31.148,12.811,1.752
scen37,25.564,14.392,20.249,17.278,22.336,23.517,5.655,19.013,18.465,23.050,36.464,52.310,11.797,17.199,20.110,27.883,39.889,47.566,51.874,64.329,52.316,27.825,38.694,54.689
scen38,31.488,22.468,15.185,1.336,17.196,17.194,13.315,4.787,14.189,4.365,18.705,9.696,16.657,15.327,12.845,23.015,6.565,6.548,46.259,51.189,57.218,30.216,24.926,17.773
scen39,36.333,21.482,27.028,14.890,22.615,25.725,19.850,36.112,35.760,0.039,4.006,3.749,20.780,28.952,23.159,42.715,41.191,42.463,29.833,25.573,39.436,25.148,49.317,52.289
scen40,35.756,33.841,32.075,4.340,2.647,7.578,5.275,8.717,1.282,16.633,24.335,33.254,15.578,24.327,33.151,38.906,49.690,53.691,28.360,19.607,12.969,16.351,4.322,3.963
scen41,37.599,55.294,69.438,6.000,12.819,4.507,8.878,2.651,8.380,3.501,13.965,19.633,24.104,33.398,46.741,29.610,26.112,16.351,16.687,13.896,9.822,16.132,34.222,33.538
scen42,48.015,63.186,69.492,4.233,5.433,6.284,10.687,8.856,9.974,1.293,2.576,21.510,0.585,3.872,0.842,46.324,51.787,54.121,25.530,31.270,29.132,17.904,3.158,2.706
scen43,40.222,24.210,19.728,2.501,14.395,22.390,15.142,11.902,10.940,0.261,4.915,11.326,5.429,17.992,24.509,29.175,23.144,33.698,38.676,45.799,39.066,36.226,30.808,32.876
scen44,37.244,34.838,48.450,2.525,6.218,9.208,28.450,42.887,46.646,0.904,7.816,5.519,3.940,25.980,37.517,31.652,34.020,25.392,42.131,45.845,43.189,46.470,56.266,63.704
scen45,52.043,67.891,60.632,14.744,13.424,14.580,4.264,6.568,8.920,25.662,23.400,30.685,3.394,23.148,44.512,23.017,24.195,34.619,38.074,45.681,49.774,43.497,62.806,60.541
scen46,47.799,45.011,44.877,10.722,19.237,25.171,13.354,33.648,29.736,15.100,27.690,27.771,8.881,21.290,14.938,20.374,27.598,24.826,41.583,63.553,56.181,15.787,18.513,18.630
scen47,33.109,39.818,16.567,12.858,15.331,19.261,12.526,12.992,10.583,9.283,9.882,0.401,25.119,39.147,34.885,40.794,42.701,29.163,39.599,55.151,48.523,32.953,49.077,51.730
scen48,29.348,27.780,22.075,2.240,10.251,6.877,0.720,19.866,9.008,3.096,18.196,7.213,12.218,31.476,40.968,28.223,19.021,18.143,33.841,36.338,44.848,40.076,37.757,26.152
scen49,51.847,56.046,46.533,9.992,15.678,20.439,27.200,25.153,22.218,4.129,20.237,26.014,6.686,0.501,5.719,27.100,28.785,28.729,21.036,35.787,38.542,17.811,23.019,27.176
scen50,50.792,57.656,56.735,15.884,13.139,16.517,2.586,0.991,5.207,5.045,3.340,4.127,2.537,12.115,4.810,47.771,37.193,39.910,16.901,17.419,31.056,33.663,26.615,39.340
scen51,40.996,40.378,47.028,13.721,13.508,3.295,23.215,20.355,36.931,0.948,7.314,8.443,16.652,11.635,11.747,18.839,36.328,40.592,18.290,1.827,5.536,37.874,43.258,56.398
scen52,30.218,31.115,41.780,8.628,3.218,5.868,3.738,16.779,4.140,7.987,3.374,12.203,14.188,4.720,12.744,29.720,28.164,24.937,38.113,46.476,41.401,12.080,19.444,6.148
scen53,39.551,27.298,6.798,3.785,16.074,22.086,6.960,6.206,5.261,4.217,8.713,27.141,16.802,19.009,8.793,41.438,30.640,23.478,34.204,26.785,41.521,15.266,30.809,5.132
scen54,41.954,28.509,11.721,15.581,26.237,29.573,22.927,15.943,8.565,11.183,3.902,2.781,13.657,23.590,25.586,21.706,26.400,25.666,39.994,25.035,21.255,27.164,23.814,30.245
scen55,38.293,37.651,23.482,2.443,6.453,6.429,19.386,24.216,31.797,18.750,34.348,42.034,5.044,11.496,32.874,31.833,18.434,26.621,28.983,15.166,7.579,32.812,29.917,12.893
scen56,48.036,62.277,54.969,6.284,1.102,2.544,10.077,21.301,38.455,11.573,30.631,45.442,7.565,15.453,21.856,18.924,6.977,19.603,37.807,45.573,61.374,8.053,3.331,12.913
scen57,47.621,41.804,24.580,4.277,7.577,1.337,14.918,18.609,27.440,4.330,12.144,1.893,17.360,23.127,31.795,48.941,65.351,71.941,40.340,41.446,34.599,24.406,38.378,36.324
scen58,26.767,24.807,15.446,34.742,26.651,24.805,1.416,5.751,10.070,16.537,5.413,0.723,2.651,15.697,26.209,34.481,32.078,44.485,41.553,57.605,66.579,37.527,30.633,14.618
scen59,30.805,24.444,21.780,5.998,16.451,1.020,9.510,0.101,14.044,14.416,22.734,29.601,3.779,1.634,1.606,44.059,40.711,35.219,59.779,57.566,56.028,23.954,28.826,36.484
scen60,36.765,29.814,28.903,7.662,21.485,23.181,5.093,5.200,1.302,1.057,15.189,8.896,14.036,6.801,5.082,31.720,11.611,2.910,23.276,32.744,41.172,23.388,20.844,7.777
scen61,35.011,25.458,23.265,14.912,16.773,23.670,4.403,2.351,1.680,0.773,1.318,16.583,11.428,1.661,2.896,26.298,21.240,15.962,32.557,42.711,50.358,18.687,44.818,52.367
scen62,27.710,22.981,16.064,6.540,16.265,7.187,24.357,19.722,21.037,29.570,32.163,37.547,13.381,20.862,24.146,50.907,37.296,31.185,34.988,54.473,86.296,22.952,18.682,43.975
scen63,35.501,25.792,24.337,1.040,8.618,1.106,17.411,15.680,25.186,15.617,13.337,10.321,19.121,41.555,32.724,30.284,13.894,23.786,22.226,27.483,27.094,6.916,14.738,13.474
scen64,50.901,64.913,79.025,4.093,17.986,20.636,19.329,13.683,9.936,0.083,16.130,15.393,11.083,18.809,9.810,30.868,42.892,58.908,27.748,28.924,41.057,53.104,49.216,56.639
scen65,30.732,32.901,37.238,7.349,18.776,25.498,8.662,7.998,13.171,13.864,17.872,32.975,16.883,22.264,23.573,28.688,30.979,30.064,31.633,13.394,0.091,38.188,29.095,21.083
scen66,16.908,27.710,40.112,4.806,22.551,35.200,9.505,9.623,8.486,20.185,31.738,30.570,22.347,28.963,33.731,29.927,11.142,6.613,24.336,41.643,39.325,10.524,5.190,1.356
scen67,52.755,42.571,40.793,10.365,4.737,2.208,13.949,15.366,26.707,10.768,4.341,5.149,10.418,22.321,3.829,19.477,14.447,19.322,32.639,31.585,39.283,41.417,42.275,55.018
scen68,43.152,25.798,18.955,12.991,5.768,14.134,20.758,28.188,29.958,17.130,33.302,37.922,12.447,20.664,18.890,24.626,23.416,32.954,45.063,44.211,43.369,15.783,9.696,12.471
scen69,26.831,14.544,15.710,10.336,26.557,19.794,6.708,1.746,11.072,27.995,15.127,21.040,7.229,1.037,11.763,38.787,31.204,40.924,33.358,19.456,8.643,14.594,6.673,0.206
scen70,38.006,58.374,71.741,9.944,24.790,29.604,6.615,8.000,9.087,0.571,2.079,9.297,2.353,12.033,19.677,50.562,64.088,54.966,46.786,49.553,45.952,32.337,21.845,15.526
scen71,42.087,31.344,29.133,11.989,17.269,4.360,6.647,17.812,31.106,8.094,9.756,11.754,1.406,15.627,5.642,42.419,46.361,38.485,16.286,17.395,30.614,36.695,34.372,25.375
scen72,31.183,33.848,40.285,0.369,2.384,6.179,10.738,17.367,21.434,10.995,14.655,17.668,11.372,4.588,5.324,36.066,48.396,49.809,34.446,37.798,17.525,20.957,3.786,12.584
scen73,42.033,43.745,53.453,9.879,19.039,23.667,20.464,19.465,14.736,16.829,40.323,44.186,13.686,16.875,16.323,22.472,11.973,8.783,36.203,34.332,29.669,21.284,17.833,23.720
scen74,21.973,16.679,28.011,13.740,32.590,38.424,12.417,8.669,3.286,16.285,37.974,45.787,4.933,9.143,0.397,25.890,29.455,34.656,42.927,48.689,46.165,34.846,25.519,22.506
scen75,52.249,57.448,71.039,0.449,3.021,7.407,24.604,34.779,46.345,25.395,41.353,52.471,16.783,20.897,41.066,20.941,28.085,31.984,49.608,44.597,45.264,40.669,55.904,60.905
scen76,47.616,50.749,29.890,11.302,5.884,3.252,1.559,10.727,16.310,27.105,22.152,2.344,6.513,10.085,2.509,33.427,32.830,55.430,26.832,8.069,6.764,34.065,49.134,55.181
scen77,41.906,44.856,40.862,2.746,6.913,18.202,15.121,31.103,29.352,14.186,17.834,32.284,19.360,4.803,0.443,32.879,33.181,41.545,45.561,47.661,38.954,12.480,15.201,44.651
scen78,33.957,47.262,49.876,1.424,25.377,24.386,13.414,4.090,13.210,18.557,12.985,16.301,18.979,29.289,28.932,25.303,40.575,42.015,32.186,31.954,37.020,15.022,17.945,4.737
scen79,34.872,50.421,56.702,5.234,15.316,23.955,8.997,3.166,14.228,16.366,6.826,5.265,14.424,20.441,29.576,26.210,26.558,21.777,28.541,21.496,27.527,20.746,31.425,34.911
scen80,55.903,64.170,73.930,12.455,7.436,10.625,12.705,5.601,6.771,18.673,32.181,22.657,8.782,15.266,1.913,34.453,28.719,44.809,36.972,29.072,20.613,37.072,31.255,15.191
scen81,44.187,43.351,60.465,2.203,0.659,2.796,14.127,2.809,9.316,17.519,6.732,1.084,19.482,16.985,35.321,39.038,36.221,35.601,46.201,47.209,56.535,23.040,22.695,39.733
scen82,55.646,47.640,50.535,13.166,8.832,18.792,28.957,35.318,39.491,0.588,10.382,23.056,21.154,21.785,20.999,31.092,50.066,42.527,32.860,45.024,57.847,32.644,24.204,34.815
scen83,42.656,55.110,30.868,0.287,16.190,29.001,1.392,1.291,10.353,15.578,14.469,22.677,13.031,2.251,3.964,43.708,42.336,31.834,34.440,29.130,22.523,39.151,43.465,31.646
scen84,40.731,46.476,48.681,34.863,32.845,38.046,8.130,2.769,4.327,19.215,18.666,32.426,7.165,17.640,1.398,45.382,28.447,20.127,34.572,31.079,20.737,1.939,7.572,9.340
