,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
scen1,20.914,10.906,10.301,2.422,9.806,10.100,5.851,5.114,0.761,5.795,1.003,4.312,12.301,18.102,22.536,26.585,38.043,37.121,25.596,15.822,12.432,33.398,19.455,10.677
scen2,37.982,32.884,34.663,23.847,31.714,33.436,9.264,3.686,6.410,7.329,0.948,0.306,4.284,17.117,21.844,23.892,37.527,55.709,45.276,53.849,49.275,24.687,34.053,40.044
scen3,44.081,50.740,44.583,0.079,6.140,10.807,1.513,8.139,28.046,5.656,3.619,30.377,3.686,16.487,16.846,49.043,48.811,36.829,21.913,15.153,9.456,42.685,55.727,69.905
scen4,33.192,39.503,40.212,6.041,1.056,16.138,10.429,14.487,11.207,9.093,8.146,10.011,23.751,21.366,14.779,37.801,43.833,34.738,30.723,27.442,46.153,11.119,29.072,29.589
scen5,19.479,0.162,4.777,9.008,12.746,4.838,8.715,6.484,12.831,4.954,12.667,13.803,18.302,7.228,7.963,39.893,39.373,37.610,53.848,58.269,62.087,31.388,58.941,53.512
scen6,49.367,59.426,55.605,8.517,1.889,14.091,0.093,7.095,20.483,0.507,9.327,13.326,21.918,22.168,1.084,50.641,34.005,24.396,23.099,32.970,28.148,21.801,8.549,9.240
scen7,40.753,35.405,40.234,15.673,25.941,46.182,12.504,15.633,16.526,4.733,5.810,17.890,1.505,4.919,18.104,47.895,53.417,51.016,32.395,29.550,37.175,18.821,25.948,23.005
scen8,42.834,40.701,38.814,5.332,0.049,0.960,25.594,51.977,58.827,23.887,22.941,25.324,4.134,3.442,8.471,34.331,28.603,18.443,33.716,14.924,10.320,28.980,41.518,36.644
scen9,45.484,53.160,50.376,1.124,4.363,10.678,3.518,1.864,0.468,13.036,12.902,21.935,13.322,8.070,4.983,46.535,55.370,34.720,36.084,26.803,36.129,33.987,27.295,16.550
scen10,34.205,23.183,26.563,6.695,16.610,29.748,6.506,1.059,2.991,7.938,26.973,33.687,6.841,11.599,6.157,35.240,21.904,27.281,33.729,16.194,1.948,27.703,27.391,17.600
scen11,24.985,23.948,19.877,2.979,10.567,11.821,7.045,12.031,7.797,3.483,5.357,2.393,7.274,28.570,33.801,30.945,30.541,39.901,25.664,18.646,36.112,32.058,31.303,30.748
scen12,45.806,37.155,28.118,16.224,1.479,4.045,5.766,11.749,24.056,0.055,3.788,1.578,2.286,13.024,17.596,28.580,38.747,44.878,24.215,12.402,11.767,27.061,36.560,27.398
scen13,49.370,47.039,36.640,1.369,3.401,0.972,19.491,10.901,4.851,7.151,2.132,0.670,9.302,19.106,19.180,36.623,32.430,42.800,41.127,39.980,53.520,32.773,36.390,41.977
scen14,35.245,24.376,19.976,3.133,3.837,5.464,9.806,7.914,7.569,6.507,13.918,14.829,16.590,21.393,13.852,21.511,29.547,28.899,35.907,26.941,20.211,13.821,27.206,37.576
scen15,42.417,41.871,50.863,17.214,10.171,13.364,2.918,10.028,12.966,6.206,7.563,12.466,15.280,18.309,35.927,27.429,28.911,17.005,56.251,64.223,62.795,30.791,39.041,46.265
scen16,30.055,35.307,39.863,12.883,35.206,41.149,16.034,11.835,5.068,14.410,7.815,2.283,16.495,6.358,23.321,25.179,9.847,7.297,39.647,31.545,17.958,35.169,35.647,38.100
scen17,44.086,66.539,78.918,9.579,2.364,2.106,0.197,2.166,8.390,6.506,21.291,35.265,3.649,0.300,5.192,15.832,30.335,30.556,30.405,23.329,15.478,31.488,35.539,33.873
scen18,41.650,31.010,35.348,1.108,4.548,3.759,8.207,21.984,16.940,12.306,11.507,7.596,12.146,14.499,31.799,34.813,41.072,62.919,31.977,41.776,43.547,20.698,30.278,54.082
scen19,24.739,27.519,4.621,4.954,4.290,7.994,15.613,26.426,29.474,23.225,60.002,72.518,4.453,12.451,8.664,34.263,38.142,57.515,25.884,18.179,1.052,28.758,34.069,41.641
scen20,37.286,42.658,45.012,17.812,29.233,25.717,22.557,25.737,28.592,25.824,33.787,39.528,10.422,15.985,3.593,26.796,25.397,23.797,38.803,43.584,22.886,34.364,18.481,5.477
scen21,21.333,18.936,7.223,11.871,17.839,25.749,5.367,7.988,12.661,18.834,32.823,27.309,1.266,3.744,3.801,49.438,52.330,50.320,30.322,33.417,37.863,15.608,9.785,4.711
scen22,41.138,51.576,66.651,9.142,1.845,20.246,10.666,5.676,8.917,10.244,6.177,19.237,3.398,8.136,7.231,40.710,37.478,24.452,35.229,15.229,0.198,20.059,23.361,23.909
scen23,45.396,24.007,10.227,5.581,3.127,9.883,15.348,42.769,48.989,1.391,0.900,3.025,4.801,14.747,28.784,23.182,27.420,26.228,31.467,42.437,35.621,36.694,35.207,30.757
scen24,35.519,29.764,32.348,9.302,16.887,12.720,0.050,7.492,3.053,19.995,28.201,22.781,4.369,3.855,1.491,46.192,44.340,23.085,50.980,60.441,60.799,11.557,2.292,15.343
scen25,42.225,48.859,36.719,0.996,5.504,6.455,27.794,34.596,21.779,3.561,8.370,4.351,1.307,3.374,6.090,18.104,30.484,22.936,26.399,24.727,20.196,21.780,12.286,9.247
scen26,48.541,27.645,26.508,2.362,4.783,1.308,14.481,20.659,24.582,5.528,19.998,21.203,17.150,22.999,24.938,21.901,26.251,30.276,34.733,45.778,54.237,21.518,30.245,32.291
scen27,42.824,26.639,31.876,1.420,6.771,3.151,14.911,15.732,21.223,4.401,5.575,5.991,13.455,22.747,35.754,27.061,13.949,10.827,14.838,19.552,13.524,13.345,21.258,32.416
scen28,25.226,16.113,0.733,11.929,28.074,47.043,19.609,12.100,28.374,25.961,35.052,25.014,3.718,10.202,24.532,60.564,48.605,44.662,38.089,38.724,27.657,43.225,33.232,26.322
scen29,36.865,33.571,1.375,5.975,12.703,15.056,1.582,6.079,3.078,14.023,27.806,51.201,5.526,2.499,2.630,29.728,24.339,39.908,32.508,37.910,31.811,31.941,53.156,42.409
scen30,56.100,63.961,48.312,4.601,3.253,0.999,5.789,24.760,25.829,35.471,45.140,42.224,5.373,10.750,8.830,25.833,8.665,4.720,26.111,2.119,12.482,22.329,11.135,10.663
scen31,31.484,25.298,26.632,17.045,18.169,10.549,11.530,17.225,26.171,8.503,3.310,12.468,4.036,8.168,11.519,17.583,25.121,29.309,13.242,7.210,1.076,38.030,37.359,54.663
scen32,39.895,20.664,5.889,15.713,26.105,6.691,15.344,19.283,20.350,11.797,14.285,21.756,7.408,1.697,2.729,34.691,17.690,14.928,35.096,25.399,20.535,27.610,35.688,41.959
scen33,33.046,31.359,23.478,15.207,36.497,44.894,11.876,7.472,32.775,0.138,2.438,18.745,1.285,10.723,10.551,39.835,66.161,63.041,43.102,37.821,47.858,38.581,38.915,46.837
scen34,21.457,15.663,18.666,15.802,27.065,42.480,20.635,19.520,17.093,20.531,17.348,22.316,9.539,18.303,6.986,31.740,27.933,18.625,32.189,31.568,32.452,34.701,33.414,43.294
scen35,40.699,46.794,44.395,11.864,17.860,11.180,27.005,30.581,27.687,19.287,38.842,40.316,7.554,35.515,47.061,25.437,20.238,26.222,38.163,35.763,42.460,36.347,47.530,34.798
scen36,35.333,39.883,44.472,2.101,2.933,2.682,28.412,24.402,38.262,27.203,37.762,46.648,11.468,31.349,17.436,29.526,16.216,33.809,11.474,28.100,38.136,19.969,22.364,28.661
scen37,18.807,16.553,9.385,7.410,6.237,0.228,16.630,29.769,34.262,0.877,0.250,3.173,10.390,13.644,4.752,43.080,30.913,31.167,26.440,24.244,32.123,25.649,27.077,45.419
scen38,32.154,19.248,17.146,15.350,16.112,22.038,9.064,4.158,3.034,1.610,11.409,22.469,11.597,4.747,11.823,32.691,31.273,38.447,32.666,28.864,29.352,30.111,23.302,32.169
scen39,35.335,40.226,31.385,12.225,6.264,6.614,24.070,34.710,50.172,6.016,6.117,3.767,8.912,19.284,27.529,31.578,22.026,25.870,27.841,30.787,27.233,36.452,41.631,21.279
scen40,39.318,29.370,34.174,16.341,15.303,1.270,5.679,0.879,2.687,1.976,1.640,5.699,31.873,27.378,29.199,40.334,28.050,27.041,40.104,39.437,20.446,3.344,0.503,8.630
scen41,43.702,21.709,27.625,13.871,23.535,13.311,9.116,20.089,23.887,14.737,22.022,22.099,6.107,1.896,11.119,33.010,41.107,36.902,21.664,24.551,20.314,34.190,35.528,38.597
scen42,33.408,36.852,42.429,10.758,7.875,4.582,6.480,0.405,17.007,7.534,14.813,40.471,2.597,11.104,0.106,27.502,31.803,27.847,22.542,21.418,35.177,19.214,28.975,25.490
scen43,45.144,55.607,45.410,11.559,8.476,4.365,15.449,22.506,18.187,2.020,1.331,6.915,32.178,30.433,31.155,48.850,44.696,28.824,29.141,25.605,17.721,19.965,15.800,4.486
scen44,41.116,31.037,33.240,2.475,12.375,1.157,19.731,10.571,5.308,9.439,13.659,33.631,9.018,3.059,7.663,37.149,34.174,43.151,45.874,45.909,35.699,18.585,25.157,27.255
scen45,37.292,36.256,38.195,17.203,0.837,1.166,25.748,34.382,17.790,8.916,0.601,10.187,1.507,8.970,0.645,31.635,40.636,46.007,21.019,9.896,14.027,29.742,18.864,1.346
scen46,30.722,26.936,44.628,9.656,5.491,5.184,10.834,9.781,8.600,6.439,19.832,21.970,19.527,27.297,18.347,30.067,39.766,35.528,35.125,44.216,33.168,24.535,19.990,17.797
scen47,35.687,35.575,40.594,1.078,3.515,0.434,13.473,36.959,33.806,5.575,8.108,2.975,16.967,27.173,26.156,25.979,27.325,12.406,32.757,34.704,24.494,27.033,31.003,31.116
scen48,47.224,31.562,41.947,13.920,23.609,28.287,9.345,4.007,6.155,7.012,6.144,9.980,1.186,10.385,20.750,37.485,40.692,41.514,39.792,25.639,7.302,46.897,56.757,50.724
scen49,32.744,23.584,20.190,14.146,8.632,18.812,12.713,34.970,32.688,13.294,13.767,24.894,16.018,19.293,23.681,30.265,29.966,28.294,34.655,43.918,29.098,31.185,36.905,49.971
scen50,16.408,10.063,5.171,9.865,22.785,19.084,12.209,5.731,18.893,5.008,16.652,8.604,18.506,34.490,38.544,39.115,41.837,54.519,31.621,21.778,28.665,26.712,30.766,14.714
scen51,42.556,56.766,52.405,7.436,7.789,9.587,12.924,25.474,42.373,14.521,27.256,33.652,20.161,16.466,8.414,36.052,33.677,49.316,21.778,3.793,1.310,26.722,21.833,22.193
scen52,25.553,21.632,11.703,7.246,14.292,0.412,0.683,20.722,11.171,2.122,6.429,2.913,10.259,13.640,5.928,37.070,29.776,39.071,34.963,36.600,51.932,24.942,42.375,65.827
scen53,37.568,69.419,76.086,1.006,15.487,10.261,0.744,1.268,8.426,22.943,24.184,22.346,8.888,17.716,10.052,38.146,36.244,28.916,34.757,47.633,67.187,31.826,24.563,12.270
scen54,44.091,22.118,22.664,6.574,12.763,8.041,12.504,17.898,21.346,21.759,30.682,26.986,9.663,12.534,21.344,13.443,32.953,42.855,21.621,25.976,11.063,17.781,7.674,17.489
scen55,38.195,36.936,21.652,13.055,13.815,5.236,11.509,22.581,12.155,10.869,3.882,3.970,6.178,2.349,5.396,28.910,19.847,22.570,29.934,34.055,39.409,27.407,46.898,42.042
scen56,28.646,37.191,36.836,9.948,25.991,13.396,10.905,27.539,30.414,1.001,8.622,1.017,0.404,27.028,18.670,27.697,33.351,46.919,23.307,25.066,26.017,31.920,27.977,40.646
scen57,57.939,78.756,72.115,15.603,15.672,8.296,8.864,33.917,49.425,38.145,30.035,26.173,14.837,7.336,5.890,43.563,39.516,25.866,28.267,11.812,19.966,30.116,29.790,25.454
scen58,49.808,45.327,45.597,15.924,24.195,20.793,7.306,2.903,2.002,24.540,27.034,30.640,9.639,5.971,7.293,46.533,37.965,31.590,49.222,43.536,43.932,35.008,39.292,47.571
scen59,26.580,25.453,12.009,1.050,11.878,21.946,5.646,10.036,4.173,4.238,10.864,7.816,3.612,6.917,7.782,19.108,17.884,35.919,30.092,31.409,49.340,34.427,27.956,24.428
scen60,52.390,43.297,41.319,0.861,1.253,6.695,12.680,18.806,18.959,21.933,23.740,18.544,16.610,33.515,23.298,38.670,33.886,40.471,47.168,46.079,49.782,32.771,31.511,24.087
scen61,38.129,41.609,42.831,16.507,11.330,0.320,14.184,23.792,33.674,4.422,2.000,20.627,10.442,28.650,31.782,47.930,46.933,46.728,23.320,23.786,14.370,17.432,9.570,10.500
scen62,43.453,48.091,40.798,8.647,1.320,7.220,10.597,21.259,20.706,3.528,16.035,23.893,20.878,39.015,39.449,39.631,57.035,59.954,38.520,38.736,41.243,20.893,30.119,42.711
scen63,34.182,41.016,39.682,10.374,13.089,24.361,19.754,8.515,2.079,10.302,18.207,14.151,3.655,17.716,33.307,35.462,38.507,32.389,36.938,55.894,50.882,26.530,30.000,47.148
scen64,23.668,15.730,8.377,14.359,7.373,14.015,2.639,2.631,2.285,3.251,7.702,3.411,3.489,10.059,2.318,34.478,36.377,47.237,46.511,50.877,46.881,18.273,42.398,45.855
