,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
scen1,53.152,54.089,30.720,14.783,11.284,3.239,10.323,24.607,17.955,2.616,1.980,8.585,11.270,0.370,0.725,42.069,56.921,55.630,41.935,38.970,37.123,36.551,41.675,38.637
scen2,45.534,42.627,24.230,1.513,0.445,4.972,4.331,3.018,13.926,8.539,12.044,11.671,5.465,6.453,12.321,34.990,52.331,65.332,44.618,36.459,21.237,13.902,5.369,2.391
scen3,48.181,55.470,64.239,4.806,21.138,23.144,16.636,37.842,43.344,12.775,26.908,32.420,17.108,11.216,27.781,42.813,63.735,57.005,22.079,22.527,10.461,42.032,44.707,49.408
scen4,38.247,42.839,46.538,11.724,28.541,27.121,16.984,26.830,22.142,20.955,33.953,25.894,13.819,27.941,20.751,37.473,38.689,41.083,16.701,19.775,31.994,30.830,12.486,2.313
scen5,41.623,50.259,55.108,18.697,12.762,20.611,17.956,28.302,29.763,23.409,36.029,34.857,9.608,12.742,14.364,34.379,38.441,35.273,23.991,12.493,1.997,11.867,1.965,4.320
scen6,44.589,43.371,18.312,7.670,20.669,35.155,7.695,3.994,2.867,17.322,23.278,7.288,6.744,1.297,4.749,17.857,29.655,33.147,26.994,33.381,34.129,25.970,21.174,26.273
scen7,35.972,40.645,40.610,9.946,24.147,11.787,10.018,16.502,17.571,20.499,15.730,14.102,18.068,4.129,5.302,30.325,31.209,27.993,32.138,41.160,40.507,40.974,37.030,28.642
scen8,26.750,19.522,28.857,10.179,16.189,18.160,3.397,12.013,2.705,17.844,15.464,28.143,20.761,28.763,57.720,40.757,30.582,33.783,37.722,43.054,18.462,22.278,19.200,22.844
scen9,46.704,57.353,62.030,5.613,8.563,4.417,9.061,0.528,14.554,6.685,23.993,31.187,4.600,4.639,11.562,18.337,5.817,9.039,33.432,42.544,49.112,27.670,20.151,47.143
scen10,29.081,33.707,27.017,10.912,16.104,19.233,15.271,20.449,25.260,10.533,11.614,0.572,26.047,40.300,39.230,33.775,14.778,13.496,26.772,24.947,45.020,33.813,28.690,7.140
scen11,55.693,68.529,64.940,7.636,4.971,7.068,6.879,4.034,3.208,4.017,4.772,8.957,14.963,21.345,18.104,32.202,36.898,37.334,41.294,38.905,45.508,17.094,7.246,5.296
scen12,48.617,62.152,74.012,2.575,2.541,1.236,18.374,18.365,20.033,4.310,14.497,31.044,10.421,12.218,12.037,38.943,32.490,23.636,29.656,8.078,7.847,19.637,26.054,17.768
scen13,23.661,35.096,39.492,18.348,21.851,20.450,5.909,9.222,8.992,10.705,22.035,36.451,18.421,37.657,46.451,25.351,37.511,33.654,29.998,9.831,4.423,5.130,19.203,16.629
scen14,42.824,22.835,24.065,19.261,15.624,34.687,17.730,21.636,27.436,4.310,0.832,4.893,4.812,8.664,19.890,45.073,31.046,22.902,31.361,25.311,21.163,18.471,24.104,29.085
