,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
scen1,42.740,39.225,35.978,2.356,2.031,9.069,6.281,10.821,11.219,14.420,11.181,15.579,8.893,6.298,1.285,18.112,16.336,25.644,31.562,37.747,31.730,25.039,37.819,45.175
scen2,36.409,37.427,44.784,5.502,3.437,3.414,6.874,10.697,29.862,23.331,27.060,17.694,4.345,9.377,4.360,34.641,30.460,22.117,18.294,15.864,13.329,22.857,39.538,3.556
scen3,44.567,58.830,47.262,0.837,4.598,13.477,6.259,2.838,4.410,11.460,14.465,28.964,1.176,13.740,21.807,46.429,50.106,43.769,34.536,14.571,7.469,21.296,26.488,37.490
scen4,52.045,42.037,37.624,3.626,0.138,9.036,13.606,11.714,15.997,0.273,6.764,8.010,3.007,9.581,9.704,37.902,27.153,19.219,29.360,32.227,43.958,18.210,25.888,31.871
scen5,45.238,54.159,46.043,28.478,24.925,28.639,10.700,9.379,9.889,6.888,2.508,0.567,1.340,11.601,2.604,44.041,33.478,10.902,46.848,48.255,27.311,20.715,15.983,24.845
scen6,41.534,42.566,28.862,10.007,23.211,30.843,27.677,32.597,48.365,17.391,7.726,12.482,0.402,12.601,32.625,37.275,41.842,36.230,28.990,30.569,37.060,24.688,21.393,25.811
scen7,34.446,18.907,27.493,5.813,4.521,10.317,3.625,6.224,14.713,9.353,5.225,9.283,6.480,16.925,13.583,22.979,39.520,55.660,34.705,31.572,27.920,30.016,44.199,54.251
scen8,19.035,15.604,10.420,23.009,35.225,23.491,5.449,11.722,16.847,3.138,13.955,19.581,2.743,0.992,7.904,45.781,62.709,66.235,39.060,48.849,58.665,20.622,2.229,16.093
scen9,59.636,55.375,56.129,0.660,8.450,12.896,14.865,22.942,23.620,11.630,8.445,3.316,11.935,15.804,0.959,21.349,16.958,18.106,10.983,0.856,15.260,38.046,37.206,38.695
scen10,27.402,25.128,39.159,0.539,7.255,9.685,12.637,7.409,0.112,10.086,10.480,16.860,8.076,0.481,4.173,35.270,41.200,35.299,63.813,83.969,83.251,31.504,30.064,40.533
scen11,42.807,51.781,45.629,16.708,24.843,16.835,18.392,17.113,2.217,9.803,18.438,26.355,2.132,12.313,20.379,39.165,44.309,52.239,23.742,18.652,26.793,41.235,57.174,57.310
scen12,36.723,35.445,26.808,5.307,11.521,25.726,19.690,23.756,23.157,12.841,0.635,11.076,4.296,5.921,12.592,44.930,44.099,37.157,29.627,38.506,60.901,32.971,39.239,56.916
scen13,45.043,57.933,57.842,1.650,4.567,3.464,5.713,18.611,32.458,5.501,7.684,3.992,10.591,8.634,6.309,25.289,28.189,15.423,38.631,29.323,27.918,11.918,1.618,0.960
scen14,36.348,40.359,50.377,2.732,6.885,5.747,1.723,10.416,27.460,12.516,12.725,13.296,1.152,5.143,19.764,8.807,6.816,12.754,22.539,22.440,16.242,26.327,41.623,42.630
scen15,40.965,50.752,43.331,3.317,6.308,19.396,1.640,2.542,9.283,21.722,16.089,7.241,4.041,6.802,20.684,38.115,33.219,27.842,30.430,30.825,43.073,16.986,3.850,12.157
scen16,28.763,42.842,35.860,2.052,2.847,0.890,32.971,40.301,41.220,5.357,12.550,16.547,5.820,15.845,13.945,27.437,30.424,32.352,17.536,4.140,2.750,22.130,21.232,6.953
scen17,46.996,63.112,60.466,6.736,8.500,5.917,23.453,39.553,38.235,11.642,3.319,7.537,13.300,20.888,12.874,25.848,22.856,21.540,17.925,25.062,22.745,34.507,26.329,32.109
scen18,22.092,12.118,5.383,2.261,6.419,9.315,25.825,16.487,6.510,22.112,50.809,53.259,4.667,5.017,11.075,26.641,32.482,36.495,53.110,44.985,33.793,35.463,42.108,46.146
scen19,51.552,57.728,62.215,3.728,1.571,14.051,2.227,2.245,20.792,4.378,14.426,15.213,10.983,7.334,6.863,32.123,28.754,36.279,21.928,22.227,30.655,31.097,9.761,6.424
scen20,40.133,30.779,38.808,9.493,14.586,3.354,1.939,5.385,5.391,10.947,17.632,26.097,9.023,7.992,2.853,45.728,54.523,44.020,45.727,20.333,8.976,22.920,16.898,15.988
scen21,52.886,70.303,87.069,16.459,27.274,28.459,18.468,22.504,27.040,15.376,8.457,10.455,3.012,3.179,3.410,38.601,37.707,19.665,26.238,40.574,50.479,4.412,9.420,15.176
scen22,34.577,35.875,41.124,12.300,31.068,39.294,17.972,6.439,1.782,13.739,5.188,20.544,18.689,29.069,24.663,45.314,44.105,59.031,26.023,9.347,14.082,39.318,31.654,47.340
scen23,53.899,54.978,63.569,10.369,9.291,1.957,4.327,30.200,16.054,27.178,37.062,31.642,14.588,27.349,37.181,40.503,27.631,23.596,26.857,9.329,11.084,16.892,12.345,29.325
scen24,41.846,35.105,43.281,19.735,6.814,34.818,17.134,28.779,18.128,8.743,8.129,6.927,8.593,29.743,26.043,19.244,15.280,21.391,47.566,49.588,55.663,29.344,29.814,37.524
scen25,34.686,41.659,51.800,28.788,26.520,35.628,8.149,0.547,16.623,11.585,18.953,13.620,5.432,1.664,1.215,45.392,53.110,66.396,42.787,35.094,32.791,10.932,11.828,5.081
scen26,40.154,40.596,39.316,5.023,0.417,14.958,22.190,29.349,35.344,24.994,18.359,28.696,22.040,38.994,46.559,45.871,58.138,61.607,29.713,18.910,8.739,22.301,29.915,31.216
scen27,40.830,20.013,8.718,17.014,46.583,48.158,5.758,1.689,6.241,6.270,4.483,6.482,2.066,21.611,24.391,24.976,28.300,34.693,40.197,14.723,1.160,15.651,0.303,7.302
scen28,23.316,20.627,29.476,8.594,6.192,2.180,21.100,20.103,11.427,5.174,2.207,1.812,17.644,26.362,32.971,45.530,52.064,41.640,55.743,43.816,35.000,17.192,16.727,26.999
scen29,45.452,54.431,52.023,16.109,32.789,37.089,0.625,21.528,8.990,22.873,30.202,38.046,13.480,2.899,7.825,32.217,33.038,18.260,32.350,44.779,47.953,25.321,27.134,40.978
scen30,50.808,54.468,40.586,8.989,16.477,11.015,7.976,27.072,38.351,10.367,1.477,7.671,5.522,8.658,7.937,36.341,51.109,42.871,41.315,54.863,50.478,20.189,21.714,24.292
scen31,56.967,64.539,56.109,14.305,35.114,46.796,7.212,5.700,1.578,3.651,2.352,5.187,6.956,14.403,14.481,23.235,23.616,15.160,26.166,29.709,12.154,47.060,40.801,30.929
scen32,36.168,30.939,25.790,19.605,34.282,50.804,0.590,7.653,8.205,14.275,16.108,6.059,17.584,30.774,37.218,41.626,27.540,37.996,33.441,25.177,31.454,53.999,62.934,48.133
scen33,43.939,37.479,44.339,5.427,5.810,9.901,7.624,7.404,9.373,16.446,10.995,0.122,13.585,26.376,37.676,35.861,37.139,41.965,30.723,33.452,35.506,17.899,9.336,9.444
scen34,35.608,37.268,33.918,9.604,14.277,27.617,10.262,5.901,11.962,0.093,8.838,19.354,0.496,12.099,5.136,30.968,24.329,33.085,35.402,40.272,49.215,26.358,19.901,26.414
scen35,44.762,57.771,47.214,5.756,6.663,11.334,15.897,10.951,20.845,7.412,14.121,14.346,9.658,3.962,24.794,44.397,49.967,60.935,29.607,36.340,44.438,31.025,48.665,51.422
scen36,64.460,61.417,64.349,6.637,5.145,5.419,5.445,1.687,1.176,6.380,3.758,4.839,12.048,3.777,1.291,25.758,31.356,35.000,36.687,32.667,28.530,8.430,7.499,5.659
scen37,39.427,44.218,39.948,13.983,17.195,16.645,0.685,15.802,13.235,1.886,8.841,4.317,4.398,12.319,16.955,49.052,71.355,67.732,22.414,34.708,43.798,30.612,28.139,35.336
scen38,44.052,31.675,28.200,14.527,24.988,14.351,6.753,7.179,11.866,11.212,13.774,13.677,13.400,12.384,25.905,32.811,26.983,36.731,38.776,38.856,49.741,28.098,24.209,11.748
scen39,46.607,50.084,44.942,10.938,7.921,1.899,2.193,1.963,7.486,22.223,26.754,30.056,17.786,12.025,6.338,40.592,30.849,39.611,32.322,32.049,18.161,27.714,9.049,5.679
scen40,36.560,26.084,37.809,13.534,15.354,6.757,4.373,1.577,13.678,7.933,4.491,4.025,8.761,3.549,29.843,28.955,44.280,45.626,47.239,64.248,73.912,20.356,22.899,20.615
scen41,41.814,36.191,28.836,13.998,9.903,9.702,3.112,6.050,0.919,9.887,13.172,17.668,7.858,2.803,18.279,37.469,34.655,24.861,39.878,35.364,30.948,30.594,45.474,24.593
scen42,34.047,10.122,16.021,12.991,22.124,29.071,6.857,12.122,9.127,6.674,9.610,1.393,14.519,23.823,11.907,22.112,3.368,7.688,26.392,9.843,17.738,20.531,30.164,41.121
scen43,43.471,56.668,54.029,9.416,24.884,22.546,2.529,4.809,1.394,6.632,8.034,5.213,23.943,29.664,32.279,22.598,0.872,4.620,36.022,40.762,25.067,39.499,38.866,32.445
scen44,54.907,73.789,49.493,4.756,16.941,20.368,8.650,5.887,12.532,6.430,18.808,14.322,0.290,5.484,3.920,42.527,54.819,56.088,48.906,53.718,46.934,34.125,48.721,44.874
scen45,33.972,40.225,41.817,17.749,15.821,18.089,25.975,16.271,29.247,17.460,20.007,27.956,16.774,27.336,43.321,34.598,46.819,58.753,38.988,39.742,39.212,19.972,10.616,7.431
scen46,31.923,25.036,34.432,1.466,4.271,4.952,2.910,8.642,2.684,13.200,11.587,0.217,5.090,15.646,27.192,45.943,63.197,44.208,34.356,36.209,50.204,35.838,36.236,37.505
scen47,44.543,48.139,52.968,8.433,2.646,13.785,9.875,0.182,1.623,13.224,21.347,28.871,1.062,8.660,19.946,54.442,57.867,71.223,29.352,26.878,21.858,17.369,12.987,6.331
scen48,44.511,32.558,43.301,1.814,29.076,46.516,18.671,14.055,1.855,22.830,33.465,27.520,10.417,19.300,24.469,42.077,35.537,37.464,24.232,19.481,11.004,25.335,23.879,14.548
scen49,39.269,36.950,26.861,3.334,8.454,11.357,3.887,0.553,5.130,26.682,41.030,60.188,5.434,3.846,7.444,21.965,15.584,3.405,33.920,17.316,25.685,29.229,16.024,6.634
scen50,18.961,17.256,21.765,2.789,3.485,4.148,2.831,11.089,21.774,22.418,25.890,19.646,0.380,0.783,0.171,36.808,35.400,28.048,26.468,25.670,21.255,46.582,41.993,29.546
scen51,37.562,45.653,32.496,5.107,0.707,1.330,3.923,14.265,11.681,9.140,19.013,0.012,18.858,11.154,7.292,15.610,23.533,21.131,31.002,32.416,25.194,27.734,21.598,25.378
scen52,29.559,27.336,32.102,0.247,11.483,20.842,4.650,1.451,7.759,7.618,1.449,9.378,12.409,22.516,26.912,27.684,24.670,22.493,28.724,9.425,14.174,26.265,19.396,30.025
scen53,31.648,23.348,30.333,15.166,9.322,0.300,21.792,22.610,21.550,5.894,2.355,9.898,6.954,16.831,24.174,29.143,36.988,28.278,30.690,15.878,19.331,26.588,30.633,33.676
scen54,24.964,28.266,37.332,1.703,12.735,3.481,8.569,15.675,19.327,7.715,23.033,17.172,3.087,4.782,1.749,46.152,62.166,70.775,23.363,27.582,10.912,20.940,18.390,32.557
scen55,46.451,51.452,47.421,13.513,4.034,9.614,15.121,21.008,37.180,12.478,14.673,22.256,8.993,19.125,24.573,15.993,15.081,32.458,40.367,39.928,17.378,32.058,31.623,50.045
scen56,36.682,15.876,14.267,24.870,19.541,5.828,5.474,2.905,25.352,3.088,10.853,8.467,23.217,30.992,48.293,32.163,15.717,8.602,30.292,16.717,26.072,20.694,19.751,29.818
scen57,27.514,28.590,10.488,10.530,2.364,0.880,22.554,22.202,26.517,11.956,22.656,43.028,8.941,25.459,38.089,36.622,44.087,55.194,26.144,29.247,28.013,22.960,40.693,52.670
scen58,53.038,56.337,55.185,11.548,11.896,23.529,1.568,7.525,30.980,9.426,8.979,7.855,6.825,18.900,22.101,28.242,13.160,14.642,16.118,11.948,5.049,30.369,30.367,32.043
scen59,38.669,27.173,30.422,3.613,1.409,6.257,4.853,2.999,9.364,15.261,10.641,13.162,18.744,23.908,22.543,31.066,30.291,21.851,23.794,16.723,13.838,32.180,48.397,56.729
scen60,37.706,26.056,6.621,2.114,12.457,6.826,5.865,3.485,11.627,7.988,4.483,6.175,11.409,28.416,36.336,21.046,30.151,32.799,37.468,42.394,34.798,1.960,2.572,11.812
scen61,60.392,79.990,82.362,17.829,40.167,49.835,0.569,22.193,2.888,3.743,8.328,10.722,7.664,33.251,48.865,30.902,32.501,42.363,41.873,41.862,36.893,34.932,22.235,20.430
scen62,28.932,28.674,42.931,14.220,18.232,7.520,9.909,6.178,8.694,2.884,8.437,6.241,7.933,3.998,7.180,19.605,27.048,27.217,31.750,37.318,43.801,20.280,20.632,22.377
scen63,45.933,49.024,50.507,12.758,4.301,3.399,3.327,11.759,20.688,5.434,12.605,24.502,3.328,2.779,15.118,30.652,17.762,35.550,35.040,36.238,27.563,24.116,18.554,15.475
