 ,value
scen270,1
scen786,1
scen466,1
scen886,1
scen1,1
scen575,1
scen401,1
scen752,1
scen609,1
scen833,1
scen68,1
scen780,1
scen675,1
scen612,1
scen458,1
scen480,1
scen89,1
scen505,1
scen694,1
scen467,1
scen539,1
scen556,1
scen501,1
scen59,1
scen159,1
scen411,1
scen797,1
scen98,1
scen86,1
scen806,1
scen635,1
scen421,1
scen226,1
scen859,1
scen311,1
scen141,1
scen630,1
scen279,1
scen773,1
scen75,1
scen816,1
scen860,1
scen406,1
scen64,1
scen708,1
scen777,0
scen333,0
scen513,0
scen546,0
scen712,0
scen27,0
scen37,0
scen654,0
scen184,0
scen146,0
scen302,0
scen313,0
scen319,0
scen663,0
scen723,0
scen219,0
scen247,0
scen151,0
scen12,0
scen218,0
scen621,0
scen202,0
scen358,0
scen25,0
scen839,0
scen438,0
scen559,0
scen417,0
scen565,0
scen666,0
scen461,0
scen40,0
scen147,0
scen538,0
scen378,0
scen818,0
scen861,0
scen11,0
scen45,0
scen251,0
scen31,0
scen83,0
scen737,0
scen14,0
scen398,0
scen802,0
scen414,0
scen743,0
scen526,0
scen891,0
scen249,0
scen294,0
scen567,0
scen599,0
scen624,0
scen55,0
scen52,0
scen433,0
scen408,0
scen454,0
scen864,0
scen691,0
scen850,0
scen726,0
scen81,0
scen123,0
scen642,0
scen679,0
scen809,0
scen193,0
scen667,0
scen204,0
scen300,0
scen38,0
scen156,0
scen238,0
scen170,0
scen750,0
scen92,0
scen591,0
scen360,0
scen334,0
scen209,0
scen348,0
scen158,0
scen677,0
scen692,0
scen812,0
scen143,0
scen574,0
scen506,0
scen811,0
scen586,0
scen727,0
scen739,0
scen482,0
scen551,0
scen875,0
scen844,0
scen872,0
scen594,0
scen854,0
scen518,0
scen596,0
scen832,0
scen449,0
scen388,0
scen125,0
scen889,0
scen298,0
scen462,0
scen716,0
scen530,0
scen376,0
scen197,0
scen115,0
scen577,0
scen511,0
scen295,0
scen846,0
scen396,0
scen80,0
scen698,0
scen824,0
scen504,0
scen267,0
scen153,0
scen121,0
scen790,0
scen331,0
scen186,0
scen305,0
scen90,0
scen100,0
scen22,0
scen304,0
scen792,0
scen753,0
scen256,0
scen422,0
scen65,0
scen309,0
scen144,0
scen134,0
scen210,0
scen549,0
scen608,0
scen473,0
scen323,0
scen558,0
scen547,0
scen32,0
scen180,0
scen897,0
scen748,0
scen106,0
scen244,0
scen42,0
scen366,0
scen164,0
scen507,0
scen542,0
scen10,0
scen203,0
scen788,0
scen173,0
scen695,0
scen707,0
scen606,0
scen160,0
scen615,0
scen867,0
scen627,0
scen191,0
scen432,0
scen128,0
scen881,0
scen485,0
scen161,0
scen222,0
scen419,0
scen704,0
scen684,0
scen478,0
scen97,0
scen713,0
scen132,0
scen720,0
scen453,0
scen133,0
scen188,0
scen515,0
scen119,0
scen628,0
scen273,0
scen593,0
scen683,0
scen670,0
scen835,0
scen345,0
scen761,0
scen290,0
scen731,0
scen719,0
scen532,0
scen747,0
scen715,0
scen409,0
scen760,0
scen400,0
scen851,0
scen399,0
scen828,0
scen274,0
scen155,0
scen149,0
scen869,0
scen118,0
scen301,0
scen373,0
scen884,0
scen349,0
scen23,0
scen649,0
scen262,0
scen229,0
scen177,0
scen241,0
scen794,0
scen858,0
scen6,0
scen395,0
scen888,0
scen598,0
scen874,0
scen107,0
scen893,0
scen849,0
scen531,0
scen415,0
scen762,0
scen810,0
scen476,0
scen880,0
scen595,0
scen317,0
scen292,0
scen512,0
scen391,0
scen13,0
scen837,0
scen439,0
scen5,0
scen182,0
scen78,0
scen16,0
scen778,0
scen165,0
scen899,0
scen618,0
scen420,0
scen320,0
scen371,0
scen499,0
scen94,0
scen198,0
scen281,0
scen221,0
scen200,0
scen425,0
scen730,0
scen384,0
scen669,0
scen772,0
scen758,0
scen509,0
scen138,0
scen475,0
scen47,0
scen545,0
scen405,0
scen344,0
scen541,0
scen444,0
scen770,0
scen619,0
scen431,0
scen283,0
scen372,0
scen798,0
