 ,value
scen818,1
scen619,1
scen539,1
scen565,1
scen28,1
scen653,1
scen247,1
scen215,1
scen709,1
scen644,1
scen207,1
scen327,1
scen571,1
scen728,1
scen173,1
scen371,1
scen102,1
scen471,1
scen812,1
scen699,1
scen603,1
scen456,1
scen890,1
scen346,1
scen893,1
scen840,1
scen591,1
scen660,1
scen66,1
scen759,1
scen608,1
scen598,1
scen57,1
scen73,1
scen749,1
scen637,1
scen876,1
scen820,1
scen229,1
scen512,1
scen248,1
scen731,1
scen632,1
scen691,1
scen193,1
scen690,0
scen885,0
scen16,0
scen405,0
scen120,0
scen554,0
scen239,0
scen145,0
scen17,0
scen251,0
scen765,0
scen601,0
scen457,0
scen583,0
scen72,0
scen182,0
scen325,0
scen501,0
scen650,0
scen174,0
scen122,0
scen237,0
scen472,0
scen165,0
scen883,0
scen32,0
scen361,0
scen139,0
scen24,0
scen700,0
scen679,0
scen473,0
scen466,0
scen342,0
scen866,0
scen557,0
scen663,0
scen180,0
scen842,0
scen707,0
scen440,0
scen661,0
scen127,0
scen521,0
scen366,0
scen7,0
scen256,0
scen794,0
scen482,0
scen228,0
scen612,0
scen695,0
scen592,0
scen133,0
scen216,0
scen116,0
scen383,0
scen606,0
scen706,0
scen857,0
scen426,0
scen284,0
scen721,0
scen844,0
scen839,0
scen875,0
scen351,0
scen822,0
scen60,0
scen171,0
scen665,0
scen862,0
scen785,0
scen490,0
scen396,0
scen27,0
scen710,0
scen762,0
scen199,0
scen114,0
scen628,0
scen424,0
scen779,0
scen291,0
scen370,0
scen234,0
scen10,0
scen5,0
scen819,0
scen869,0
scen638,0
scen855,0
scen474,0
scen569,0
scen597,0
scen329,0
scen734,0
scen624,0
scen413,0
scen135,0
scen531,0
scen29,0
scen315,0
scen870,0
scen264,0
scen82,0
scen37,0
scen94,0
scen337,0
scen99,0
scen100,0
scen546,0
scen328,0
scen829,0
scen85,0
scen806,0
scen483,0
scen538,0
scen865,0
scen236,0
scen111,0
scen83,0
scen444,0
scen255,0
scen534,0
scen555,0
scen891,0
scen156,0
scen266,0
scen545,0
scen322,0
scen151,0
scen78,0
scen36,0
scen596,0
scen787,0
scen516,0
scen455,0
scen65,0
scen425,0
scen75,0
scen451,0
scen449,0
scen659,0
scen311,0
scen344,0
scen670,0
scen384,0
scen223,0
scen412,0
scen463,0
scen144,0
scen590,0
scen801,0
scen821,0
scen767,0
scen434,0
scen561,0
scen376,0
scen142,0
scen647,0
scen503,0
scen292,0
scen541,0
scen530,0
scen850,0
scen536,0
scen744,0
scen849,0
scen553,0
scen49,0
scen544,0
scen880,0
scen152,0
scen689,0
scen757,0
scen394,0
scen124,0
scen209,0
scen752,0
scen724,0
scen702,0
scen804,0
scen140,0
scen747,0
scen550,0
scen150,0
scen68,0
scen799,0
scen837,0
scen219,0
scen232,0
scen155,0
scen548,0
scen8,0
scen488,0
scen81,0
scen378,0
scen204,0
scen289,0
scen431,0
scen332,0
scen63,0
scen688,0
scen357,0
scen639,0
scen407,0
scen166,0
scen51,0
scen109,0
scen900,0
scen197,0
scen460,0
scen579,0
scen899,0
scen540,0
scen674,0
scen31,0
scen575,0
scen416,0
scen478,0
scen238,0
scen368,0
scen141,0
scen775,0
scen656,0
scen308,0
scen188,0
scen15,0
scen892,0
scen897,0
scen352,0
scen768,0
scen230,0
scen104,0
scen22,0
scen253,0
scen807,0
scen9,0
scen117,0
scen607,0
scen107,0
scen558,0
scen176,0
scen664,0
scen445,0
scen582,0
scen226,0
scen206,0
scen584,0
scen738,0
scen732,0
scen365,0
scen294,0
scen261,0
scen397,0
scen467,0
scen419,0
scen409,0
scen186,0
scen136,0
scen497,0
scen398,0
scen681,0
scen651,0
scen106,0
scen213,0
scen217,0
scen138,0
scen825,0
scen716,0
scen44,0
scen389,0
scen272,0
scen123,0
scen275,0
scen301,0
scen629,0
scen886,0
scen338,0
scen593,0
scen507,0
scen321,0
scen594,0
scen34,0
scen333,0
scen96,0
scen675,0
scen559,0
scen740,0
scen669,0
scen827,0
scen518,0
scen6,0
scen4,0
scen491,0
scen187,0
scen430,0
scen841,0
scen305,0
scen254,0
scen600,0
scen563,0
scen159,0
scen52,0
scen496,0
