,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
scen1,41.220,60.255,62.178,17.767,10.086,3.919,13.074,13.339,16.209,15.366,25.622,41.449,15.876,37.564,32.799,51.611,55.805,52.248,43.822,37.529,35.466,9.929,8.800,8.565
scen2,39.451,38.644,27.198,6.678,9.334,8.093,9.861,17.511,24.925,5.977,5.286,3.512,4.102,2.341,0.607,36.566,38.472,51.157,29.119,7.096,12.274,19.992,8.872,3.621
scen3,31.968,38.427,33.381,4.427,7.403,2.556,20.110,9.580,5.472,14.021,37.031,68.365,9.395,8.962,18.259,56.691,75.293,86.904,54.096,59.582,53.758,24.665,24.450,18.222
scen4,43.391,42.210,44.034,12.555,22.138,8.874,9.563,20.494,27.442,11.070,13.845,1.469,10.493,26.249,17.341,30.184,32.228,40.257,32.192,37.902,44.307,38.256,49.977,50.691
scen5,39.134,38.977,37.947,1.191,6.276,0.263,9.514,0.908,13.775,17.339,7.051,9.705,8.770,19.346,17.026,33.978,33.618,16.412,23.231,30.877,32.369,38.801,43.766,35.000
scen6,29.862,29.294,34.420,14.028,16.199,35.711,8.352,1.765,5.434,19.261,27.277,40.081,5.589,0.787,16.156,25.795,18.779,21.551,37.055,41.274,35.288,29.836,20.280,43.251
scen7,27.236,14.811,16.818,9.942,14.175,25.431,9.333,9.435,1.325,2.018,7.886,25.204,4.746,10.219,2.475,26.960,26.812,22.547,27.552,26.459,39.231,13.801,10.858,13.380
scen8,50.301,54.129,47.233,12.361,12.926,11.484,16.786,11.548,20.451,10.831,20.139,10.317,1.249,23.846,22.278,29.795,25.387,23.688,31.865,23.063,19.760,46.433,62.203,63.080
scen9,35.517,44.203,45.762,25.655,23.584,37.123,14.533,7.094,31.363,2.587,1.242,7.908,16.149,20.532,8.357,31.035,5.284,3.867,43.079,51.157,53.920,40.746,47.304,60.105
scen10,32.611,29.946,46.591,5.139,4.472,1.785,7.286,17.787,27.928,17.328,20.127,13.925,7.785,12.948,6.210,27.801,34.553,45.129,26.360,34.304,37.889,23.728,33.246,39.700
scen11,35.705,46.539,41.663,14.057,25.537,42.238,16.280,19.197,25.352,17.892,17.795,22.282,11.039,12.755,3.731,31.014,29.336,35.671,42.089,51.460,64.394,36.100,58.100,58.798
scen12,51.197,57.827,47.059,5.556,14.364,29.428,19.783,17.915,15.914,22.820,25.473,38.141,0.360,4.896,5.349,27.158,15.296,11.324,44.171,31.284,7.394,26.447,24.278,29.664
scen13,40.103,40.848,48.225,8.827,18.245,22.728,18.351,11.725,13.239,12.659,24.132,28.517,13.583,16.395,9.578,26.874,39.720,39.294,30.293,32.065,7.038,39.269,45.072,35.416
scen14,46.673,46.884,55.974,15.216,19.194,34.876,20.894,30.151,42.079,11.744,28.715,42.221,9.032,16.143,29.801,30.315,17.351,24.482,34.321,41.494,50.791,25.914,22.173,28.510
scen15,29.458,24.502,29.806,12.546,21.048,21.304,3.020,5.113,5.176,8.473,14.205,18.461,3.947,3.552,8.159,14.888,23.810,23.426,25.804,34.406,30.177,28.805,22.825,6.444
scen16,44.424,38.426,25.206,10.754,8.740,11.314,4.151,4.955,9.554,10.865,27.461,41.618,6.133,0.811,12.695,26.745,19.688,28.031,27.461,32.997,38.069,12.249,24.377,38.471
scen17,44.297,45.609,49.245,22.388,26.069,32.487,25.315,25.998,12.376,1.711,3.133,19.942,1.126,3.256,4.760,39.718,43.617,39.594,17.785,12.520,8.599,27.322,34.281,43.101
scen18,27.520,39.916,39.972,1.937,13.863,5.476,24.916,14.780,0.089,14.922,11.879,4.768,12.976,14.698,12.025,16.642,15.720,1.178,33.483,47.148,54.755,21.053,29.815,37.430
scen19,33.591,30.108,14.965,9.116,20.325,15.109,7.343,8.659,3.098,7.543,5.903,9.831,18.078,12.159,25.769,30.634,34.366,44.377,29.027,44.644,43.828,30.910,44.553,38.118
scen20,28.767,39.646,34.974,8.982,5.085,7.340,27.282,32.912,28.923,9.574,28.379,24.528,11.280,21.667,11.683,36.786,33.188,35.650,14.770,0.315,11.173,13.374,19.678,35.136
scen21,51.527,69.201,57.453,11.436,27.724,28.682,3.548,10.954,16.527,8.605,6.188,0.311,11.105,0.151,8.601,44.876,63.851,59.506,27.964,20.045,21.420,13.182,8.815,29.204
scen22,46.056,42.926,37.821,16.068,8.390,16.312,18.624,14.207,27.603,5.445,9.886,10.114,7.045,8.407,9.230,40.920,57.867,56.295,23.780,18.225,5.923,39.382,59.809,64.898
scen23,44.060,40.573,43.304,16.527,10.885,4.953,9.192,8.180,17.390,15.841,16.637,19.228,1.196,6.012,2.746,24.187,23.176,17.938,14.088,9.563,1.921,14.699,3.619,3.785
scen24,56.782,70.355,75.444,12.623,34.071,30.507,4.584,5.533,0.655,17.549,17.416,9.526,14.680,31.136,48.724,37.223,37.604,35.010,29.981,37.027,40.660,18.842,16.530,9.705
scen25,46.103,45.865,36.493,9.092,13.454,7.396,7.612,4.398,3.147,9.229,15.856,24.424,0.850,2.403,14.918,26.078,15.222,16.952,41.544,40.685,48.185,32.060,39.253,41.355
scen26,47.345,40.226,50.584,25.344,28.120,25.392,1.997,2.802,9.734,10.720,7.053,20.505,6.704,4.700,14.541,17.456,1.096,3.065,26.750,33.006,25.861,33.244,25.257,7.251
scen27,61.560,69.578,55.982,10.636,16.545,17.688,12.477,6.858,14.303,9.387,10.927,3.272,17.933,14.712,9.530,49.973,47.859,62.269,18.178,35.683,27.060,22.915,16.674,3.002
scen28,34.849,21.408,17.110,7.415,7.017,15.050,27.969,36.120,39.199,9.541,5.938,13.106,4.557,17.712,15.166,17.729,22.964,31.856,24.149,3.436,3.191,37.692,31.927,45.202
scen29,35.139,41.027,45.808,4.239,3.013,10.137,6.392,7.031,9.932,3.167,8.154,1.169,3.798,24.234,30.626,46.086,73.584,91.685,29.690,44.264,34.077,35.057,39.777,35.993
scen30,39.495,41.335,43.544,7.473,7.467,8.219,4.977,0.784,16.431,1.329,24.096,18.035,4.421,2.439,3.732,40.145,44.440,32.588,30.943,39.443,42.113,17.122,4.366,0.616
scen31,44.799,44.645,50.249,23.391,49.210,57.241,18.483,21.063,5.841,11.459,17.681,11.355,0.754,8.364,9.041,43.186,38.195,34.554,40.884,24.181,3.716,19.791,20.388,8.687
scen32,32.863,33.814,44.718,8.570,9.443,20.675,15.959,21.835,26.372,2.713,4.548,18.283,1.449,8.033,17.458,38.522,38.337,32.825,31.941,39.838,34.756,36.493,49.688,54.392
scen33,27.860,35.902,10.323,9.417,16.914,11.679,4.825,0.541,10.880,9.925,23.731,27.228,11.039,4.593,0.953,23.468,32.737,47.579,33.629,25.858,14.809,14.252,0.487,12.934
scen34,34.206,28.541,29.269,3.072,11.815,11.337,23.353,33.457,34.081,16.810,10.731,13.558,24.114,41.201,19.322,31.786,25.452,36.092,37.373,33.292,37.885,33.786,15.053,7.699
scen35,39.150,63.685,53.668,0.448,11.624,19.960,0.289,4.576,0.766,1.465,6.526,9.937,12.391,4.253,7.178,27.401,29.111,31.012,30.618,23.242,27.961,27.675,27.423,40.712
