 ,value
scen876,1
scen581,1
scen851,1
scen782,1
scen226,1
scen433,1
scen704,1
scen761,1
scen522,1
scen443,1
scen898,1
scen320,1
scen735,1
scen220,1
scen319,1
scen601,1
scen894,1
scen22,1
scen1,1
scen263,1
scen90,1
scen466,1
scen345,1
scen800,1
scen357,1
scen122,1
scen462,1
scen78,1
scen246,1
scen555,1
scen498,1
scen46,1
scen262,1
scen290,1
scen73,1
scen53,1
scen691,1
scen454,1
scen802,1
scen556,1
scen448,1
scen499,1
scen874,1
scen332,1
scen693,1
scen777,0
scen403,0
scen3,0
scen49,0
scen816,0
scen719,0
scen712,0
scen148,0
scen331,0
scen810,0
scen811,0
scen613,0
scen77,0
scen408,0
scen726,0
scen377,0
scen74,0
scen716,0
scen194,0
scen636,0
scen731,0
scen144,0
scen382,0
scen650,0
scen198,0
scen715,0
scen366,0
scen313,0
scen292,0
scen879,0
scen778,0
scen661,0
scen17,0
scen183,0
scen118,0
scen147,0
scen342,0
scen374,0
scen575,0
scen223,0
scen153,0
scen140,0
scen191,0
scen531,0
scen544,0
scen688,0
scen55,0
scen539,0
scen417,0
scen259,0
scen340,0
scen507,0
scen895,0
scen165,0
scen386,0
scen35,0
scen268,0
scen249,0
scen517,0
scen221,0
scen207,0
scen97,0
scen99,0
scen737,0
scen131,0
scen718,0
scen13,0
scen745,0
scen58,0
scen271,0
scen634,0
scen379,0
scen797,0
scen640,0
scen62,0
scen25,0
scen115,0
scen422,0
scen201,0
scen744,0
scen178,0
scen783,0
scen412,0
scen580,0
scen679,0
scen644,0
scen464,0
scen152,0
scen33,0
scen322,0
scen618,0
scen181,0
scen721,0
scen695,0
scen676,0
scen728,0
scen890,0
scen550,0
scen455,0
scen889,0
scen139,0
scen8,0
scen39,0
scen405,0
scen346,0
scen128,0
scen123,0
scen882,0
scen710,0
scen681,0
scen105,0
scen411,0
scen528,0
scen752,0
scen359,0
scen187,0
scen288,0
scen493,0
scen234,0
scen470,0
scen725,0
scen419,0
scen741,0
scen392,0
scen141,0
scen265,0
scen381,0
scen515,0
scen823,0
scen722,0
scen886,0
scen617,0
scen101,0
scen551,0
scen94,0
scen553,0
scen754,0
scen609,0
scen426,0
scen770,0
scen878,0
scen213,0
scen571,0
scen560,0
scen653,0
scen598,0
scen840,0
scen130,0
scen763,0
scen537,0
scen212,0
scen591,0
scen619,0
scen506,0
scen247,0
scen4,0
scen662,0
scen238,0
scen272,0
scen428,0
scen11,0
scen790,0
scen865,0
