,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
scen1,0,0,0,0,0,0,0.172434199,28.82880703,127.3752764,821.5355386,1160.10342,889.7347716,1295.628674,1177.586998,974.7135719,884.6837246,894.2696606,494.773736,167.1428735,113.1533662,0,0,0,0
scen2,0,0,0,0,0,0,1.146490474,37.72595809,180.3892623,834.5493372,850.607412,1014.403242,1217.918776,1376.015003,1059.649378,1022.835007,715.4503778,483.3338852,212.269047,116.5132265,0,0,0,0
scen3,0,0,0,0,0,0,0,11.88678019,122.4518647,793.580222,906.1017448,1209.227574,1294.130932,1565.906282,1082.216706,1071.42287,788.4777645,504.6408563,151.2462175,118.3083818,0,0,0,0
scen4,0,0,0,0,0,0,0,12.87845571,235.2876867,415.5365787,856.6358162,1071.696622,1060.612308,1009.474333,1149.606237,1127.619146,943.159216,465.0136564,172.5530484,135.9509323,0,0,0,0
scen5,0,0,0,0,0,0,0.195803424,31.57228455,139.4641021,697.444264,510.4451329,929.741162,752.4966662,557.9467989,1078.990348,1050.700808,892.4162731,505.3413622,217.9483674,130.2795448,0,0,0,0
scen6,0,0,0,0,0,0,0.973680093,26.43035209,89.75922899,799.8118629,356.7824987,785.831684,1590.415233,1020.195358,1202.196116,940.5095851,668.0341536,507.3010267,176.1884504,143.7934784,0,0,0,0
scen7,0,0,0,0,0,0,0,27.13064372,206.9502798,406.1952631,1362.957448,1395.142287,1599.885398,1094.486057,1168.813371,868.8984103,769.6875952,466.4071086,184.7270985,124.8027265,0,0,0,0
scen8,0,0,0,0,0,0,0,15.2687353,181.2331448,826.1603875,817.0268938,1046.193944,1008.015892,1170.651536,1445.635055,1077.908215,721.5770126,454.3444403,192.1581767,121.9645208,0,0,0,0
scen9,0,0,0,0,0,0,0,20.81716887,82.02162645,704.1553273,757.350832,1145.483138,1266.502428,952.477507,1199.041755,958.6960138,676.6696743,445.0862323,200.9240504,119.2259374,0,0,0,0
scen10,0,0,0,0,0,0,0,12.47794085,122.756618,414.6577918,637.6467787,682.16641,1144.493376,1280.27611,1330.100057,1023.576755,807.9778171,439.5396471,168.659104,112.1966758,0,0,0,0
scen11,0,0,0,0,0,0,0,16.70347029,114.1275257,271.268088,1116.377161,1001.010574,1297.876133,1129.697394,1088.41545,1051.743821,773.5536394,440.3044561,167.7955103,115.7519481,0,0,0,0
scen12,0,0,0,0,0,0,1.705969888,19.51285047,83.10509996,868.447293,935.8063535,1276.504537,714.7346412,1192.56235,1204.557033,1038.29629,807.7572372,545.2890202,195.5211252,143.3029228,0,0,0,0
scen13,0,0,0,0,0,0,0,10.25241442,105.4757755,673.6821521,767.48267,855.7647305,1356.797606,1230.784927,1023.935313,877.3023782,724.1766758,461.5718549,180.762986,138.4667354,0,0,0,0
scen14,0,0,0,0,0,0,0,29.75102613,73.15713392,1036.226549,934.8874607,1090.917789,1133.209308,1342.668861,1270.10118,1269.593844,595.1373429,568.9219568,218.8168753,137.5724443,0,0,0,0
scen15,0,0,0,0,0,0,0,15.05021011,123.3178684,559.5361228,1135.623591,950.2527503,906.2204966,806.7508509,972.664067,1004.850346,685.3171147,403.2953582,166.4532684,93.2557837,0,0,0,0
scen16,0,0,0,0,0,0,0,13.99263829,4.818725316,1090.932501,771.3392524,1007.495664,1106.089669,1013.031493,1202.001475,850.5647392,599.7024795,469.1783087,199.3956054,141.2490824,0,0,0,0
scen17,0,0,0,0,0,0,0.767229961,27.63606952,159.4917515,922.3910093,1026.031436,1356.910311,1204.310749,839.4565872,852.2900378,816.5575363,556.1874529,425.4173087,178.6668397,129.0115852,0,0,0,0
scen18,0,0,0,0,0,0,0.098301547,28.3211056,36.1609131,795.2871807,791.1957736,1025.711877,1298.326768,1385.959481,1320.114992,883.2254348,664.8630799,422.5041989,202.0282948,132.6584763,0,0,0,0
