 ,value
scen102,1
scen811,1
scen490,1
scen262,1
scen161,1
scen798,1
scen177,1
scen814,1
scen287,1
scen644,1
scen595,1
scen23,1
scen205,1
scen330,1
scen540,1
scen51,1
scen92,1
scen579,1
scen297,1
scen256,1
scen554,1
scen163,1
scen668,1
scen421,1
scen290,1
scen872,1
scen135,1
scen189,1
scen459,1
scen84,1
scen153,1
scen846,1
scen372,1
scen196,1
scen878,1
scen144,1
scen271,1
scen491,1
scen620,1
scen379,1
scen486,1
scen228,1
scen531,1
scen886,1
scen42,1
scen285,0
scen104,0
scen54,0
scen320,0
scen322,0
scen818,0
scen624,0
scen11,0
scen397,0
scen89,0
scen236,0
scen782,0
scen301,0
scen732,0
scen707,0
scen248,0
scen380,0
scen553,0
scen140,0
scen154,0
scen792,0
scen307,0
scen358,0
scen416,0
scen325,0
scen402,0
scen795,0
scen528,0
scen239,0
scen651,0
scen22,0
scen168,0
scen606,0
scen430,0
scen207,0
scen851,0
scen404,0
scen49,0
scen292,0
scen512,0
scen382,0
scen351,0
scen218,0
scen739,0
scen793,0
scen273,0
scen488,0
scen536,0
scen378,0
scen854,0
scen896,0
scen698,0
scen893,0
scen345,0
scen763,0
scen127,0
scen115,0
scen743,0
scen829,0
scen794,0
scen750,0
scen449,0
scen335,0
scen840,0
scen462,0
scen71,0
scen405,0
scen142,0
scen759,0
scen875,0
scen636,0
scen66,0
scen560,0
scen14,0
scen664,0
scen470,0
scen580,0
scen545,0
scen181,0
scen738,0
scen332,0
scen544,0
scen303,0
scen37,0
scen455,0
scen16,0
scen152,0
scen774,0
scen625,0
scen222,0
scen895,0
scen225,0
scen533,0
scen506,0
scen885,0
scen654,0
scen757,0
scen435,0
scen556,0
scen599,0
scen156,0
scen503,0
scen255,0
scen385,0
scen296,0
scen850,0
scen191,0
scen538,0
scen754,0
scen369,0
scen461,0
scen623,0
scen118,0
scen575,0
scen272,0
scen284,0
scen122,0
scen36,0
scen887,0
scen60,0
scen667,0
scen274,0
scen348,0
scen311,0
scen499,0
scen317,0
scen87,0
scen833,0
scen709,0
scen877,0
scen436,0
scen686,0
scen133,0
scen208,0
scen386,0
scen213,0
scen621,0
scen828,0
scen233,0
scen731,0
scen178,0
scen464,0
scen628,0
scen777,0
scen617,0
scen354,0
scen582,0
scen363,0
scen162,0
scen439,0
scen864,0
scen396,0
scen514,0
scen245,0
scen527,0
scen119,0
scen20,0
scen409,0
scen246,0
scen786,0
scen33,0
scen615,0
scen186,0
scen529,0
scen815,0
scen489,0
scen643,0
scen24,0
scen220,0
scen99,0
scen438,0
scen566,0
scen110,0
scen656,0
scen286,0
scen674,0
scen167,0
scen570,0
scen341,0
scen203,0
scen187,0
scen373,0
scen390,0
scen592,0
scen803,0
scen513,0
scen193,0
scen261,0
scen223,0
scen321,0
scen201,0
scen364,0
scen546,0
scen315,0
scen374,0
scen569,0
scen744,0
scen371,0
scen700,0
scen48,0
scen869,0
scen590,0
scen517,0
scen56,0
scen170,0
scen797,0
scen748,0
scen524,0
scen13,0
scen571,0
scen339,0
scen752,0
scen661,0
scen532,0
scen716,0
scen572,0
scen484,0
scen78,0
scen59,0
scen445,0
scen823,0
scen302,0
scen604,0
scen406,0
scen432,0
scen244,0
scen642,0
scen762,0
scen94,0
scen900,0
scen316,0
scen515,0
scen124,0
scen598,0
scen843,0
scen145,0
scen500,0
scen652,0
scen399,0
scen855,0
scen730,0
scen608,0
scen117,0
scen753,0
scen501,0
scen781,0
scen243,0
scen897,0
scen612,0
scen98,0
scen845,0
scen3,0
scen618,0
scen764,0
scen415,0
scen548,0
