 ,value
scen692,1
scen187,1
scen628,1
scen369,1
scen156,1
scen452,1
scen298,1
scen135,1
scen716,1
scen535,1
scen532,1
scen666,1
scen646,1
scen497,1
scen449,1
scen728,1
scen324,1
scen396,1
scen879,1
scen307,1
scen83,1
scen534,1
scen881,1
scen139,1
scen704,1
scen492,1
scen520,1
scen898,1
scen407,1
scen96,1
scen248,1
scen225,1
scen528,1
scen293,1
scen295,1
scen775,1
scen644,1
scen629,1
scen596,1
scen345,1
scen410,1
scen813,1
scen116,1
scen40,1
scen349,1
scen470,0
scen348,0
scen20,0
scen258,0
scen547,0
scen306,0
scen287,0
scen619,0
scen129,0
scen663,0
scen445,0
scen144,0
scen848,0
scen423,0
scen621,0
scen817,0
scen642,0
scen318,0
scen793,0
scen352,0
scen718,0
scen858,0
scen354,0
scen780,0
scen637,0
scen237,0
scen690,0
scen170,0
scen103,0
scen527,0
scen876,0
scen824,0
scen462,0
scen130,0
scen412,0
scen260,0
scen795,0
scen67,0
scen75,0
scen300,0
scen709,0
scen123,0
scen81,0
scen118,0
scen380,0
scen865,0
scen44,0
scen538,0
scen720,0
scen773,0
scen220,0
scen379,0
scen875,0
scen767,0
scen883,0
scen219,0
scen419,0
scen224,0
scen571,0
scen359,0
scen308,0
scen550,0
scen524,0
scen261,0
scen737,0
scen892,0
scen837,0
scen150,0
scen322,0
scen126,0
scen536,0
scen33,0
scen820,0
scen668,0
scen22,0
scen397,0
scen433,0
scen25,0
scen46,0
scen439,0
scen2,0
scen181,0
scen582,0
scen147,0
scen844,0
scen155,0
scen638,0
scen337,0
scen411,0
scen570,0
scen707,0
scen168,0
scen896,0
scen852,0
scen648,0
scen415,0
scen676,0
scen472,0
scen406,0
scen221,0
scen463,0
scen115,0
scen864,0
scen327,0
scen101,0
scen227,0
scen895,0
scen791,0
scen19,0
scen467,0
scen845,0
scen451,0
scen760,0
scen834,0
scen253,0
scen58,0
scen335,0
scen529,0
scen63,0
scen564,0
scen854,0
scen388,0
scen16,0
scen229,0
scen294,0
scen893,0
scen572,0
