 ,value
scen684,1
scen369,1
scen355,1
scen218,1
scen262,1
scen26,1
scen500,1
scen513,1
scen305,1
scen748,1
scen440,1
scen783,1
scen256,1
scen785,1
scen596,1
scen794,1
scen180,1
scen250,1
scen205,1
scen137,1
scen799,1
scen166,1
scen591,1
scen72,1
scen560,1
scen302,1
scen497,1
scen776,1
scen898,1
scen728,1
scen676,1
scen468,1
scen745,1
scen1,1
scen290,1
scen295,1
scen567,1
scen739,1
scen623,1
scen191,1
scen790,1
scen434,1
scen666,1
scen504,1
scen488,1
scen583,0
scen13,0
scen372,0
scen775,0
scen569,0
scen108,0
scen212,0
scen114,0
scen844,0
scen164,0
scen840,0
scen797,0
scen706,0
scen664,0
scen321,0
scen449,0
scen351,0
scen280,0
scen199,0
scen536,0
scen643,0
scen460,0
scen81,0
scen358,0
scen824,0
scen668,0
scen889,0
scen435,0
scen223,0
scen235,0
scen101,0
scen639,0
scen412,0
scen213,0
scen767,0
scen671,0
scen719,0
scen371,0
scen268,0
scen714,0
scen8,0
scen761,0
scen674,0
scen625,0
scen289,0
scen851,0
scen638,0
scen130,0
scen561,0
scen154,0
scen234,0
scen713,0
scen892,0
scen765,0
scen131,0
scen731,0
scen246,0
scen433,0
scen247,0
scen551,0
scen333,0
scen183,0
scen558,0
scen439,0
scen77,0
scen406,0
scen288,0
scen602,0
scen266,0
scen609,0
scen457,0
scen838,0
scen826,0
scen575,0
scen167,0
scen534,0
scen66,0
scen239,0
scen688,0
scen692,0
scen389,0
scen426,0
scen801,0
scen115,0
scen404,0
scen352,0
scen83,0
scen220,0
scen97,0
scen14,0
scen36,0
scen71,0
scen173,0
scen65,0
scen870,0
scen214,0
scen572,0
scen484,0
scen514,0
scen335,0
scen650,0
scen843,0
scen230,0
scen553,0
scen194,0
scen595,0
scen370,0
scen110,0
scen893,0
scen594,0
scen95,0
scen577,0
scen619,0
scen149,0
scen222,0
scen365,0
scen165,0
scen176,0
scen150,0
scen344,0
scen294,0
scen658,0
scen456,0
scen477,0
scen641,0
scen140,0
scen28,0
scen821,0
scen326,0
scen25,0
scen749,0
scen707,0
scen396,0
scen685,0
scen155,0
scen308,0
scen803,0
scen720,0
scen507,0
scen721,0
scen752,0
scen242,0
scen469,0
scen466,0
scen221,0
scen310,0
scen611,0
scen808,0
scen107,0
scen634,0
scen159,0
scen700,0
scen226,0
scen31,0
scen293,0
scen99,0
scen314,0
scen865,0
scen126,0
scen780,0
scen524,0
scen177,0
scen338,0
scen855,0
scen696,0
scen174,0
scen858,0
scen361,0
scen349,0
scen17,0
scen388,0
scen774,0
scen543,0
scen885,0
scen875,0
scen170,0
scen350,0
scen679,0
scen621,0
scen124,0
scen45,0
scen272,0
scen450,0
scen240,0
scen888,0
scen697,0
scen125,0
scen408,0
scen263,0
scen109,0
scen626,0
scen216,0
scen78,0
scen509,0
scen432,0
scen325,0
scen812,0
scen556,0
scen747,0
scen480,0
scen11,0
scen309,0
scen539,0
scen521,0
scen403,0
scen598,0
scen49,0
scen491,0
scen446,0
scen237,0
scen773,0
scen508,0
scen701,0
scen717,0
scen640,0
scen673,0
scen376,0
scen74,0
scen88,0
scen597,0
scen699,0
scen636,0
scen145,0
scen211,0
scen708,0
scen391,0
scen401,0
scen541,0
scen874,0
scen651,0
scen788,0
scen22,0
scen61,0
scen89,0
scen232,0
scen766,0
scen612,0
scen243,0
scen882,0
scen386,0
scen546,0
scen854,0
scen236,0
scen663,0
scen800,0
scen532,0
scen555,0
scen342,0
scen228,0
scen587,0
scen510,0
scen724,0
scen171,0
scen762,0
scen895,0
scen187,0
scen789,0
scen407,0
scen499,0
scen880,0
scen47,0
scen392,0
scen270,0
scen606,0
scen339,0
scen459,0
scen16,0
scen603,0
scen860,0
scen853,0
scen43,0
scen633,0
scen580,0
scen600,0
scen148,0
scen430,0
scen51,0
scen320,0
scen604,0
scen248,0
scen316,0
scen620,0
scen632,0
scen241,0
scen3,0
scen245,0
scen202,0
scen584,0
scen549,0
scen754,0
scen733,0
scen322,0
scen400,0
scen292,0
scen778,0
scen476,0
scen547,0
scen751,0
scen94,0
scen730,0
scen522,0
scen646,0
scen462,0
scen210,0
scen225,0
scen21,0
scen152,0
scen443,0
scen737,0
scen827,0
scen103,0
scen384,0
scen102,0
scen811,0
scen815,0
scen741,0
