 ,value
scen419,1
scen416,1
scen716,1
scen384,1
scen492,1
scen149,1
scen861,1
scen794,1
scen213,1
scen455,1
scen404,1
scen602,1
scen81,1
scen349,1
scen359,1
scen301,1
scen638,1
scen632,1
scen329,1
scen712,1
scen75,1
scen42,1
scen250,1
scen394,1
scen313,1
scen244,1
scen346,1
scen844,1
scen774,1
scen52,1
scen540,1
scen472,1
scen66,1
scen697,1
scen99,1
scen552,1
scen417,1
scen376,1
scen412,1
scen799,1
scen522,1
scen60,1
scen569,1
scen715,1
scen197,1
scen425,0
scen62,0
scen674,0
scen793,0
scen544,0
scen414,0
scen500,0
scen428,0
scen840,0
scen289,0
scen496,0
scen116,0
scen87,0
scen191,0
scen159,0
scen764,0
scen74,0
scen564,0
scen819,0
scen36,0
scen27,0
scen178,0
scen493,0
scen163,0
scen195,0
scen373,0
scen655,0
scen158,0
scen290,0
scen375,0
scen442,0
scen734,0
scen524,0
scen332,0
scen795,0
scen190,0
scen766,0
scen651,0
scen134,0
scen594,0
scen566,0
scen448,0
scen504,0
scen283,0
scen120,0
scen482,0
scen148,0
scen882,0
scen307,0
scen51,0
scen457,0
scen466,0
scen604,0
scen269,0
scen525,0
scen454,0
scen754,0
scen660,0
scen408,0
scen561,0
scen73,0
scen548,0
scen503,0
scen607,0
scen136,0
scen782,0
scen453,0
scen749,0
scen796,0
scen445,0
scen13,0
scen392,0
scen316,0
scen526,0
scen851,0
scen4,0
scen14,0
scen214,0
scen591,0
scen309,0
scen741,0
scen829,0
scen133,0
scen111,0
scen626,0
scen529,0
scen124,0
scen215,0
scen353,0
scen130,0
scen863,0
scen429,0
scen381,0
scen331,0
scen427,0
scen730,0
scen499,0
scen107,0
scen181,0
scen113,0
scen644,0
scen139,0
scen723,0
scen153,0
scen899,0
scen664,0
scen631,0
scen83,0
scen710,0
scen668,0
scen274,0
scen894,0
scen186,0
scen609,0
scen152,0
scen90,0
scen348,0
scen1,0
scen235,0
scen688,0
scen884,0
scen879,0
scen238,0
scen558,0
scen513,0
scen143,0
scen418,0
scen217,0
scen720,0
scen868,0
scen53,0
scen573,0
scen288,0
scen624,0
scen613,0
scen740,0
scen294,0
scen807,0
scen370,0
scen211,0
scen173,0
scen7,0
scen155,0
scen709,0
scen176,0
scen845,0
scen125,0
scen755,0
scen156,0
scen413,0
scen34,0
scen306,0
scen473,0
scen203,0
scen469,0
scen541,0
scen196,0
scen88,0
scen689,0
scen458,0
scen622,0
scen95,0
scen846,0
scen426,0
scen110,0
scen224,0
scen56,0
scen576,0
scen872,0
scen147,0
scen369,0
scen618,0
scen208,0
scen771,0
scen129,0
scen50,0
scen871,0
scen814,0
scen515,0
scen601,0
scen666,0
scen538,0
scen229,0
scen436,0
scen672,0
scen311,0
scen227,0
scen19,0
scen112,0
scen824,0
scen98,0
scen118,0
scen464,0
scen59,0
scen683,0
scen696,0
scen41,0
scen704,0
scen762,0
scen785,0
scen714,0
scen345,0
scen396,0
scen9,0
scen256,0
scen719,0
scen15,0
scen850,0
scen519,0
scen386,0
scen105,0
scen480,0
scen63,0
scen363,0
scen16,0
scen315,0
scen643,0
scen420,0
scen779,0
scen507,0
scen562,0
scen82,0
scen65,0
scen174,0
scen867,0
scen763,0
scen553,0
scen371,0
scen368,0
scen5,0
scen572,0
scen402,0
scen756,0
scen497,0
scen588,0
scen842,0
scen517,0
scen565,0
scen340,0
scen415,0
scen619,0
scen423,0
scen367,0
scen642,0
scen317,0
scen577,0
scen866,0
scen183,0
scen605,0
scen326,0
scen869,0
scen20,0
scen549,0
scen649,0
scen502,0
scen263,0
scen512,0
scen58,0
scen706,0
scen380,0
scen128,0
scen750,0
scen40,0
scen656,0
scen751,0
scen141,0
scen881,0
scen489,0
scen222,0
scen808,0
scen805,0
scen634,0
scen91,0
scen100,0
scen278,0
scen888,0
scen323,0
scen137,0
scen198,0
scen207,0
scen300,0
scen718,0
scen599,0
scen400,0
scen653,0
scen358,0
scen28,0
scen606,0
scen623,0
scen275,0
scen783,0
scen46,0
scen570,0
scen853,0
scen534,0
scen682,0
scen781,0
scen33,0
scen483,0
scen886,0
scen218,0
scen760,0
scen2,0
scen802,0
scen870,0
scen279,0
scen789,0
scen241,0
scen648,0
scen759,0
scen574,0
scen724,0
scen433,0
scen692,0
scen117,0
scen187,0
scen398,0
scen874,0
scen303,0
scen171,0
scen31,0
scen461,0
scen312,0
scen860,0
scen695,0
scen687,0
scen478,0
scen325,0
scen440,0
scen658,0
scen612,0
scen532,0
scen475,0
scen798,0
scen78,0
scen240,0
scen617,0
scen54,0
scen310,0
scen43,0
scen138,0
scen822,0
scen265,0
scen757,0
scen880,0
scen721,0
scen803,0
scen221,0
scen168,0
scen249,0
scen254,0
scen521,0
scen770,0
scen372,0
scen641,0
scen739,0
scen761,0
scen481,0
scen161,0
scen596,0
scen490,0
scen365,0
scen731,0
scen243,0
scen621,0
scen758,0
scen690,0
scen665,0
scen792,0
scen228,0
scen8,0
scen693,0
scen85,0
scen234,0
scen239,0
scen777,0
scen827,0
scen713,0
scen248,0
scen407,0
scen79,0
scen817,0
scen140,0
scen209,0
scen580,0
scen488,0
scen424,0
scen10,0
scen335,0
scen832,0
scen267,0
scen748,0
scen708,0
scen38,0
scen684,0
scen746,0
scen494,0
scen284,0
scen291,0
scen277,0
scen296,0
scen848,0
scen126,0
scen409,0
scen406,0
scen106,0
scen841,0
scen119,0
scen630,0
scen252,0
scen878,0
scen726,0
scen287,0
scen784,0
scen737,0
scen319,0
scen253,0
scen64,0
scen897,0
scen661,0
scen776,0
scen314,0
scen108,0
scen821,0
scen449,0
scen298,0
scen308,0
scen804,0
scen855,0
scen320,0
scen571,0
scen745,0
scen533,0
scen895,0
scen343,0
scen505,0
scen647,0
scen3,0
scen830,0
scen49,0
scen703,0
scen891,0
scen438,0
scen299,0
scen528,0
scen828,0
scen204,0
scen123,0
scen629,0
scen587,0
scen900,0
scen556,0
scen857,0
scen839,0
scen101,0
scen501,0
scen150,0
scen261,0
scen71,0
scen825,0
scen484,0
scen797,0
scen460,0
scen342,0
scen72,0
scen462,0
scen671,0
scen226,0
scen257,0
scen677,0
scen205,0
scen578,0
scen856,0
scen657,0
scen37,0
scen859,0
scen167,0
scen293,0
scen875,0
scen193,0
scen640,0
scen701,0
scen302,0
scen39,0
scen104,0
scen273,0
scen616,0
scen115,0
scen272,0
scen170,0
scen806,0
scen206,0
scen820,0
scen559,0
scen337,0
scen535,0
scen388,0
scen815,0
scen12,0
scen707,0
scen69,0
scen727,0
scen180,0
scen441,0
scen491,0
scen725,0
scen510,0
scen336,0
scen752,0
scen17,0
scen282,0
scen679,0
scen467,0
scen285,0
scen514,0
scen146,0
scen728,0
scen520,0
scen628,0
scen551,0
scen788,0
scen47,0
scen898,0
scen625,0
scen166,0
scen165,0
scen767,0
scen772,0
scen266,0
scen603,0
scen443,0
scen818,0
scen675,0
scen787,0
scen812,0
scen281,0
scen595,0
scen680,0
scen77,0
scen131,0
scen30,0
scen717,0
scen387,0
scen456,0
scen699,0
scen160,0
scen361,0
scen702,0
scen590,0
scen676,0
scen157,0
scen422,0
scen242,0
scen635,0
scen25,0
scen292,
scen471,
scen733,
scen80,
scen262,
scen260,
