 ,value
scen300,1
scen256,1
scen648,1
scen534,1
scen366,1
scen536,1
scen484,1
scen276,1
scen679,1
scen81,1
scen289,1
scen48,1
scen314,1
scen112,1
scen265,1
scen781,1
scen202,1
scen74,1
scen271,1
scen787,1
scen491,1
scen774,1
scen132,1
scen377,1
scen604,1
scen328,1
scen490,1
scen703,1
scen221,1
scen578,1
scen105,1
scen254,1
scen566,1
scen678,1
scen220,1
scen834,1
scen73,1
scen803,1
scen310,1
scen629,1
scen430,1
scen203,1
scen417,1
scen875,1
scen305,1
scen868,0
scen658,0
scen705,0
scen779,0
scen811,0
scen772,0
scen103,0
scen721,0
scen845,0
scen9,0
scen723,0
scen596,0
scen800,0
scen531,0
scen757,0
scen214,0
scen5,0
scen445,0
scen861,0
scen245,0
scen600,0
scen476,0
scen617,0
scen316,0
scen801,0
scen364,0
scen102,0
scen99,0
scen829,0
scen345,0
scen555,0
scen76,0
scen479,0
scen646,0
scen79,0
scen207,0
scen722,0
scen623,0
scen816,0
scen201,0
scen368,0
scen498,0
scen530,0
scen371,0
scen149,0
scen601,0
scen315,0
scen681,0
scen130,0
scen55,0
scen599,0
scen842,0
scen428,0
scen477,0
scen525,0
scen541,0
scen7,0
scen689,0
scen416,0
scen297,0
scen506,0
scen876,0
scen206,0
scen411,0
scen718,0
scen451,0
scen150,0
scen475,0
scen204,0
scen26,0
scen242,0
scen123,0
scen443,0
scen502,0
scen184,0
scen402,0
scen166,0
scen129,0
scen788,0
scen887,0
scen734,0
scen324,0
scen379,0
scen268,0
scen57,0
scen481,0
scen134,0
scen676,0
scen408,0
scen580,0
scen111,0
scen375,0
scen687,0
scen520,0
scen82,0
scen865,0
scen616,0
scen439,0
scen249,0
scen195,0
scen109,0
scen620,0
scen423,0
scen547,0
scen169,0
scen609,0
scen659,0
scen165,0
scen495,0
scen832,0
scen434,0
scen559,0
scen162,0
scen36,0
scen192,0
scen218,0
scen441,0
scen457,0
scen391,0
scen565,0
scen322,0
scen47,0
scen453,0
scen447,0
scen266,0
scen238,0
scen777,0
scen164,0
scen652,0
scen545,0
scen539,0
scen250,0
scen387,0
scen615,0
scen824,0
scen398,0
scen533,0
scen745,0
scen88,0
scen10,0
scen298,0
scen817,0
scen507,0
scen709,0
scen558,0
scen582,0
scen127,0
scen864,0
scen900,0
scen350,0
scen638,0
scen821,0
scen581,0
scen739,0
scen8,0
scen523,0
scen18,0
scen156,0
scen538,0
scen325,0
scen407,0
scen831,0
scen226,0
scen432,0
scen701,0
scen621,0
scen419,0
scen568,0
scen526,0
scen378,0
scen236,0
scen792,0
scen187,0
scen346,0
scen277,0
scen286,0
scen823,0
scen313,0
scen795,0
scen413,0
scen624,0
scen794,0
scen560,0
scen744,0
scen32,0
scen684,0
scen675,0
scen760,0
scen587,0
scen630,0
scen573,0
scen290,0
scen463,0
scen651,0
scen189,0
scen116,0
scen649,0
scen812,0
scen775,0
scen776,0
scen619,0
scen748,0
scen29,0
scen161,0
scen442,0
scen243,0
scen437,0
scen338,0
scen427,0
scen755,0
scen176,0
scen241,0
scen724,0
scen179,0
scen200,0
scen761,0
scen456,0
scen884,0
scen12,0
scen97,0
scen549,0
scen655,0
scen42,0
scen732,0
scen137,0
scen334,0
scen426,0
scen492,0
scen405,0
scen519,0
scen584,0
scen303,0
scen512,0
scen716,0
scen833,0
scen72,0
scen784,0
scen362,0
scen577,0
scen633,0
scen151,0
scen396,0
scen791,0
scen119,0
scen33,0
scen390,0
scen771,0
scen594,0
scen223,0
scen769,0
scen141,0
scen766,0
scen664,0
scen253,0
scen717,0
scen482,0
scen349,0
scen886,0
scen257,0
scen847,0
scen386,0
scen690,0
scen677,0
scen309,0
scen185,0
scen850,0
scen232,0
scen148,0
scen71,0
scen762,0
scen452,0
scen727,0
scen710,0
scen516,0
scen175,0
scen436,0
scen406,0
scen196,0
scen170,0
scen117,0
scen24,0
scen529,0
scen611,0
scen418,0
scen869,0
scen663,0
scen351,0
scen863,0
scen181,0
scen435,0
scen94,0
scen668,0
scen509,0
scen551,0
scen704,0
scen354,0
scen610,0
scen879,0
scen219,0
scen855,0
scen656,0
scen381,0
scen424,0
scen641,0
scen230,0
scen786,0
scen508,0
scen60,0
scen737,0
scen488,0
scen515,0
scen85,0
scen579,0
scen550,0
scen84,0
scen742,0
scen279,0
scen167,0
scen122,0
scen719,0
scen505,0
scen274,0
scen363,0
scen857,0
scen706,0
scen480,0
scen234,0
scen494,0
scen674,0
scen470,0
scen70,0
scen252,0
scen835,0
scen90,0
scen682,0
scen197,0
scen759,0
scen38,0
scen292,0
scen773,0
scen126,0
scen342,0
scen844,0
scen575,0
scen332,0
scen135,0
scen825,0
scen255,0
scen64,0
scen809,0
