 ,value
scen120,1
scen553,1
scen572,1
scen859,1
scen653,1
scen47,1
scen231,1
scen788,1
scen630,1
scen290,1
scen400,1
scen875,1
scen369,1
scen659,1
scen688,1
scen308,1
scen896,1
scen822,1
scen70,1
scen414,1
scen860,1
scen779,1
scen612,1
scen313,1
scen9,1
scen819,1
scen324,1
scen73,1
scen526,1
scen399,1
scen36,1
scen397,1
scen68,1
scen74,1
scen389,1
scen139,1
scen246,1
scen562,1
scen202,1
scen185,1
scen335,1
scen38,1
scen806,1
scen10,1
scen312,1
scen693,0
scen385,0
scen5,0
scen695,0
scen451,0
scen478,0
scen128,0
scen676,0
scen502,0
scen100,0
scen446,0
scen847,0
scen237,0
scen309,0
scen108,0
scen598,0
scen416,0
scen555,0
scen791,0
scen253,0
scen815,0
scen19,0
scen198,0
scen402,0
scen277,0
scen645,0
scen493,0
scen898,0
scen491,0
scen61,0
scen206,0
scen95,0
scen691,0
scen582,0
scen247,0
scen452,0
scen510,0
scen153,0
scen42,0
scen3,0
scen521,0
scen83,0
scen470,0
scen812,0
scen517,0
scen182,0
scen311,0
scen194,0
scen661,0
scen577,0
scen40,0
scen525,0
scen732,0
scen787,0
scen295,0
scen573,0
scen846,0
scen664,0
scen357,0
scen696,0
scen588,0
scen773,0
scen263,0
scen248,0
scen181,0
scen606,0
scen648,0
scen62,0
scen870,0
scen92,0
scen793,0
scen832,0
scen868,0
scen437,0
scen274,0
scen759,0
scen299,0
scen199,0
scen570,0
scen228,0
scen453,0
scen891,0
scen666,0
scen710,0
scen879,0
scen628,0
scen418,0
scen662,0
scen824,0
scen682,0
scen820,0
scen649,0
scen71,0
scen284,0
scen805,0
scen305,0
scen184,0
scen836,0
scen306,0
scen93,0
scen142,0
scen372,0
scen792,0
scen165,0
scen363,0
scen216,0
scen593,0
scen743,0
scen344,0
scen37,0
scen675,0
scen512,0
scen180,0
scen287,0
scen160,0
scen256,0
scen26,0
scen96,0
scen680,0
scen240,0
scen449,0
scen222,0
scen316,0
scen769,0
scen310,0
scen155,0
scen1,0
scen539,0
scen766,0
scen818,0
scen692,0
scen625,0
scen190,0
scen289,0
scen479,0
scen596,0
scen640,0
scen242,0
scen892,0
scen349,0
scen360,0
scen200,0
scen571,0
scen268,0
scen328,0
scen145,0
scen208,0
scen741,0
scen708,0
scen332,0
scen107,0
scen398,0
scen542,0
scen350,0
scen534,0
scen132,0
scen768,0
scen439,0
scen440,0
scen633,0
scen458,0
scen241,0
scen99,0
scen533,0
scen365,0
scen64,0
scen442,0
scen11,0
