 ,value
scen257,1
scen27,1
scen202,1
scen52,1
scen466,1
scen139,1
scen767,1
scen880,1
scen60,1
scen297,1
scen423,1
scen292,1
scen100,1
scen412,1
scen580,1
scen738,1
scen547,1
scen634,1
scen640,1
scen599,1
scen847,1
scen338,1
scen848,1
scen588,1
scen862,1
scen380,1
scen258,1
scen678,1
scen254,1
scen758,1
scen7,1
scen415,1
scen246,1
scen550,1
scen887,1
scen488,1
scen884,1
scen566,1
scen744,1
scen600,1
scen630,1
scen483,1
scen124,1
scen765,1
scen619,1
scen470,0
scen448,0
scen473,0
scen89,0
scen390,0
scen156,0
scen883,0
scen41,0
scen56,0
scen19,0
scen795,0
scen799,0
scen453,0
scen842,0
scen438,0
scen753,0
scen877,0
scen560,0
scen39,0
scen32,0
scen174,0
scen528,0
scen575,0
scen223,0
scen172,0
scen510,0
scen215,0
scen249,0
scen217,0
scen144,0
scen643,0
scen693,0
scen372,0
scen391,0
scen694,0
scen57,0
scen569,0
scen311,0
scen445,0
scen101,0
scen888,0
scen529,0
scen69,0
scen302,0
scen840,0
scen720,0
scen405,0
scen651,0
scen853,0
scen874,0
scen759,0
scen376,0
scen696,0
scen296,0
scen525,0
scen704,0
scen357,0
scen568,0
scen601,0
scen636,0
scen282,0
scen433,0
scen424,0
scen872,0
scen656,0
scen498,0
scen224,0
scen356,0
scen899,0
scen192,0
scen83,0
scen416,0
scen108,0
scen555,0
scen395,0
scen2,0
scen205,0
scen676,0
scen170,0
scen142,0
scen624,0
scen102,0
scen618,0
scen354,0
scen413,0
scen542,0
scen610,0
scen816,0
scen240,0
scen577,0
scen116,0
scen327,0
scen434,0
scen592,0
scen794,0
scen781,0
scen771,0
scen123,0
scen384,0
scen143,0
scen167,0
scen531,0
scen154,0
scen196,0
scen871,0
scen344,0
scen591,0
scen449,0
scen679,0
scen236,0
scen62,0
scen33,0
scen251,0
scen459,0
scen393,0
scen870,0
scen66,0
scen226,0
scen180,0
scen747,0
scen98,0
scen152,0
scen497,0
scen667,0
scen133,0
scen593,0
scen882,0
scen573,0
scen681,0
scen283,0
scen494,0
scen714,0
scen491,0
scen697,0
scen53,0
scen522,0
scen802,0
scen132,0
scen320,0
scen873,0
scen153,0
scen182,0
scen76,0
scen340,0
scen688,0
scen740,0
scen440,0
scen20,0
scen207,0
scen742,0
scen741,0
scen527,0
scen211,0
scen665,0
scen660,0
scen138,0
scen455,0
scen276,0
scen225,0
scen420,0
scen177,0
scen501,0
scen805,0
scen333,0
scen801,0
scen554,0
scen895,0
scen375,0
scen663,0
scen175,0
scen796,0
scen859,0
scen329,0
scen353,0
scen456,0
scen221,0
scen748,0
scen305,0
scen557,0
scen231,0
scen136,0
scen299,0
scen543,0
scen548,0
scen849,0
scen655,0
scen166,0
scen478,0
scen719,0
scen820,0
scen712,0
scen545,0
scen23,0
scen607,0
scen541,0
scen726,0
scen811,0
scen363,0
scen831,0
scen194,0
scen705,0
scen834,0
scen583,0
scen214,0
scen574,0
scen617,0
scen421,0
scen141,0
scen500,0
scen129,0
scen51,0
scen443,0
scen891,0
scen745,0
scen387,0
scen428,0
scen337,0
scen867,0
scen168,0
scen359,0
scen130,0
scen733,0
scen22,0
scen284,0
scen398,0
scen268,0
scen564,0
scen730,0
scen232,0
scen773,0
scen446,0
scen710,0
scen414,0
scen673,0
scen571,0
scen181,0
scen737,0
scen804,0
scen346,0
scen14,0
scen659,0
scen355,0
scen184,0
scen763,0
scen495,0
scen458,0
scen606,0
scen544,0
scen441,0
scen641,0
scen301,0
scen649,0
scen687,0
scen10,0
scen303,0
scen261,0
scen893,0
scen48,0
scen835,0
scen516,0
scen264,0
scen364,0
scen6,0
scen290,0
scen210,0
scen511,0
scen131,0
scen404,0
scen238,0
scen8,0
scen4,0
scen103,0
scen482,0
scen815,0
scen429,0
scen620,0
scen269,0
scen713,0
scen658,0
scen707,0
scen890,0
scen140,0
scen661,0
scen345,0
