 ,value
scen77,1
scen636,1
scen150,1
scen409,1
scen482,1
scen503,1
scen378,1
scen675,1
scen385,1
scen35,1
scen235,1
scen259,1
scen24,1
scen131,1
scen765,1
scen42,1
scen512,1
scen425,1
scen468,1
scen20,1
scen504,1
scen121,1
scen514,1
scen86,1
scen678,1
scen155,1
scen68,1
scen221,1
scen584,1
scen880,1
scen669,1
scen487,1
scen551,1
scen727,1
scen629,1
scen92,1
scen420,1
scen87,1
scen9,1
scen872,1
scen304,1
scen107,1
scen754,1
scen790,1
scen824,1
scen553,0
scen679,0
scen668,0
scen764,0
scen798,0
scen346,0
scen192,0
scen795,0
scen279,0
scen589,0
scen869,0
scen781,0
scen896,0
scen767,0
scen739,0
scen357,0
scen11,0
scen562,0
scen218,0
scen805,0
scen310,0
scen752,0
scen28,0
scen189,0
scen520,0
scen586,0
scen27,0
scen214,0
scen244,0
scen108,0
scen30,0
scen415,0
scen239,0
scen742,0
scen53,0
scen69,0
scen807,0
scen531,0
scen460,0
scen340,0
scen557,0
scen278,0
scen240,0
scen433,0
scen523,0
scen160,0
scen288,0
scen262,0
scen216,0
scen276,0
scen521,0
scen497,0
scen702,0
scen416,0
scen323,0
scen366,0
scen567,0
scen370,0
scen116,0
scen605,0
scen837,0
scen626,0
scen243,0
scen881,0
scen379,0
scen202,0
scen638,0
scen696,0
scen2,0
scen800,0
scen285,0
scen351,0
scen48,0
scen280,0
scen771,0
scen848,0
scen158,0
scen369,0
scen868,0
scen829,0
scen747,0
scen867,0
scen134,0
scen161,0
scen251,0
scen80,0
scen419,0
scen400,0
scen59,0
scen401,0
scen306,0
scen350,0
scen336,0
scen761,0
scen283,0
scen179,0
scen616,0
scen128,0
scen365,0
scen162,0
scen830,0
scen354,0
scen466,0
scen813,0
scen641,0
scen424,0
scen190,0
scen537,0
scen818,0
scen637,0
scen245,0
scen298,0
scen783,0
scen686,0
scen517,0
scen199,0
scen102,0
scen875,0
scen676,0
scen246,0
scen499,0
scen373,0
scen820,0
scen193,0
scen277,0
scen776,0
scen736,0
scen327,0
scen900,0
scen556,0
scen552,0
scen428,0
scen391,0
scen315,0
scen871,0
scen140,0
scen368,0
scen717,0
scen594,0
scen284,0
scen571,0
scen766,0
scen462,0
scen21,0
scen266,0
scen1,0
scen332,0
scen458,0
scen308,0
scen139,0
scen585,0
scen439,0
scen590,0
scen492,0
scen186,0
scen630,0
scen211,0
scen595,0
scen338,0
scen898,0
scen856,0
scen815,0
scen659,0
scen703,0
scen495,0
scen507,0
scen84,0
scen71,0
scen576,0
scen249,0
scen709,0
scen801,0
scen581,0
scen547,0
scen574,0
scen65,0
scen773,0
scen596,0
scen429,0
scen312,0
scen617,0
scen25,0
scen827,0
scen223,0
scen891,0
scen225,0
scen573,0
scen674,0
scen721,0
scen738,0
scen222,0
scen797,0
scen456,0
scen799,0
scen858,0
scen604,0
scen697,0
scen607,0
scen758,0
scen624,0
scen41,0
scen889,0
scen247,0
scen294,0
scen367,0
scen32,0
scen707,0
scen231,0
scen333,0
scen729,0
scen341,0
scen282,0
scen396,0
scen890,0
scen40,0
scen289,0
scen290,0
scen431,0
scen347,0
scen762,0
scen293,0
scen718,0
scen640,0
scen560,0
scen479,0
scen322,0
scen446,0
scen106,0
scen700,0
scen559,0
scen859,0
scen708,0
scen18,0
scen647,0
scen683,0
scen476,0
scen857,0
scen804,0
scen348,0
scen447,0
scen130,0
scen663,0
scen181,0
scen265,0
scen879,0
scen836,0
scen29,0
scen93,0
scen264,0
scen12,0
scen275,0
scen794,0
scen886,0
scen437,0
scen483,0
scen273,0
scen635,0
scen358,0
scen176,0
scen656,0
scen894,0
scen687,0
scen778,0
scen498,0
scen592,0
scen554,0
scen760,0
scen89,0
scen811,0
scen852,0
scen355,0
scen119,0
scen414,0
scen723,0
scen101,0
scen404,0
scen582,0
scen405,0
scen802,0
scen831,0
scen816,0
scen619,0
scen413,0
scen72,0
scen716,0
scen205,0
scen442,0
scen267,0
scen838,0
scen653,0
scen639,0
scen511,0
scen46,0
scen833,0
scen105,0
scen57,0
scen633,0
scen397,0
scen236,0
scen655,0
scen470,0
scen777,0
scen877,0
scen774,0
scen13,0
scen513,0
scen714,0
scen362,0
scen763,0
scen770,0
scen440,0
scen469,0
scen17,0
scen408,0
scen317,0
scen625,0
scen49,0
scen254,0
scen178,0
scen126,0
scen171,0
scen156,0
scen759,0
scen611,0
scen410,0
scen854,0
scen427,0
scen390,0
scen7,0
scen712,0
scen671,0
scen528,0
scen296,0
scen546,0
scen558,0
scen475,0
scen209,0
scen206,0
scen111,0
scen780,0
scen117,0
scen480,0
scen95,0
scen843,0
scen159,0
scen371,0
scen661,0
scen631,0
scen50,0
scen792,0
scen743,0
scen319,0
scen578,0
scen472,0
scen808,0
scen510,0
scen143,0
scen180,0
scen509,0
scen884,0
scen324,0
scen252,0
scen412,0
scen689,0
scen684,0
scen33,0
scen649,0
scen100,0
scen316,0
scen281,0
scen719,0
scen292,0
scen154,0
scen648,0
scen866,0
scen398,0
scen220,0
scen215,0
scen78,0
scen888,0
scen64,0
scen735,0
scen120,0
scen465,0
scen124,0
scen335,0
scen885,0
scen471,0
scen493,0
scen263,0
scen63,0
scen177,0
scen384,0
scen610,0
scen380,0
scen406,0
scen238,0
scen748,0
scen461,0
scen667,0
scen862,0
scen297,0
scen825,0
scen704,0
scen257,0
scen183,0
scen892,0
scen670,0
scen654,0
scen899,0
scen883,0
scen328,0
scen232,0
scen204,0
scen399,0
scen522,0
scen484,0
scen897,0
scen8,0
scen167,0
scen832,0
scen876,0
scen135,0
scen690,0
scen490,0
scen326,0
scen197,0
scen618,0
scen486,0
scen260,0
scen500,0
scen646,0
scen4,0
scen148,0
scen44,0
scen303,0
scen870,0
scen788,0
scen459,0
scen99,0
scen455,0
scen463,0
scen23,0
scen194,0
scen685,0
scen141,0
scen565,0
scen613,0
scen270,0
scen168,0
scen488,0
scen782,0
scen268,0
scen779,0
scen621,0
scen893,0
scen61,0
scen90,0
scen842,0
scen395,0
scen457,0
scen83,0
scen138,0
scen666,0
scen201,0
scen182,0
scen506,0
scen403,0
scen287,0
scen844,0
scen422,0
scen114,0
scen692,0
scen449,0
scen217,0
scen505,0
scen502,0
scen125,0
scen363,0
scen73,0
scen751,0
scen51,0
scen810,0
scen544,0
scen643,0
scen258,0
scen746,0
scen82,0
scen863,0
scen564,0
scen299,0
scen62,0
scen407,0
scen387,0
scen677,0
scen98,0
scen524,0
scen673,0
scen443,0
scen174,0
scen587,0
scen568,0
scen538,0
scen444,0
scen699,0
scen628,0
scen383,0
scen793,0
scen250,0
scen237,0
scen103,0
scen518,0
scen58,0
scen772,0
scen421,0
scen191,0
scen845,0
scen381,0
scen113,0
scen345,0
scen609,0
scen15,0
scen26,0
scen127,0
scen491,0
scen835,0
scen603,0
scen847,0
scen632,0
scen423,0
scen789,0
scen860,0
scen527,0
scen74,0
scen532,0
scen112,0
scen207,0
scen311,0
scen728,0
scen873,0
scen22,0
scen97,0
scen38,0
scen54,0
scen233,0
scen272,0
scen417,0
scen300,0
scen219,0
scen851,0
scen382,0
scen195,0
scen600,0
scen796,0
scen426,0
scen110,
scen307,
scen791,
scen644,
scen756,
scen874,
scen227,
scen329,
scen850,
scen525,
scen665,
scen775,
scen530,
scen561,
scen377,
scen454,
scen230,
scen711,
scen548,
scen375,
scen572,
scen376,
scen94,
scen388,
scen826,
scen615,
scen55,
scen349,
scen715,
scen248,
scen14,
scen418,
scen660,
scen253,
scen864,
scen115,
scen549,
scen467,
scen185,
scen91,
scen352,
scen579,
scen569,
scen744,
scen693,
scen142,
scen478,
scen701,
scen75,
scen601,
scen887,
scen627,
scen343,
scen508,
scen481,
scen608,
scen241,
scen545,
scen151,
scen516,
scen651,
scen720,
scen734,
scen435,
scen137,
scen541,
scen680,
scen157,
scen882,
scen602,
scen386,
scen169,
scen737,
scen438,
scen313,
scen588,
scen477,
scen821,
scen286,
scen67,
scen598,
scen411,
scen543,
scen274,
scen37,
scen441,
scen6,
scen203,
scen445,
scen846,
scen196,
scen849,
scen485,
scen43,
scen731,
scen85,
scen45,
scen710,
scen822,
scen81,
scen448,
scen722,
scen224,
scen662,
scen374,
scen724,
scen321,
scen839,
scen755,
scen173,
scen757,
scen145,
scen496,
scen819,
scen768,
scen519,
scen146,
scen769,
scen129,
scen695,
scen402,
scen542,
scen60,
scen325,
scen489,
scen730,
scen753,
scen242,
scen698,
scen147,
scen166,
scen841,
scen39,
scen809,
scen620,
scen31,
scen823,
scen682,
scen164,
scen688,
scen136,
scen623,
scen861,
scen634,
scen749,
scen806,
scen515,
scen52,
scen34,
scen657,
scen529,
scen19,
scen133,
scen208,
scen494,
scen122,
scen96,
scen212,
scen392,
scen389,
scen535,
scen725,
scen474,
scen726,
scen575,
scen577,
scen464,
scen614,
scen451,
scen309,
scen612,
scen331,
scen652,
scen144,
scen452,
scen430,
scen787,
scen170,
scen10,
scen434,
scen337,
scen840,
scen187,
scen803,
scen432,
scen450,
scen198,
scen372,
scen149,
scen184,
scen269,
scen570,
scen740,
scen301,
scen642,
scen501,
scen318,
scen291,
scen814,
scen732,
scen5,
scen56,
scen672,
scen599,
scen645,
scen681,
scen256,
scen664,
scen550,
