 ,value
scen255,1
scen252,1
scen440,1
scen502,1
scen385,1
scen532,1
scen120,1
scen627,1
scen720,1
scen323,1
scen883,1
scen771,1
scen196,1
scen314,1
scen760,1
scen60,1
scen481,1
scen181,1
scen65,1
scen831,1
scen501,1
scen394,1
scen274,1
scen866,1
scen687,1
scen549,1
scen735,1
scen718,1
scen62,1
scen224,1
scen545,1
scen200,1
scen264,1
scen344,1
scen573,1
scen472,1
scen376,1
scen860,1
scen789,1
scen506,1
scen119,1
scen288,1
scen242,1
scen75,1
scen864,1
scen570,0
scen744,0
scen294,0
scen546,0
scen206,0
scen704,0
scen152,0
scen397,0
scen303,0
scen753,0
scen379,0
scen439,0
scen132,0
scen702,0
scen512,0
scen660,0
scen840,0
scen497,0
scen888,0
scen375,0
scen890,0
scen83,0
scen756,0
scen645,0
scen565,0
scen496,0
scen785,0
scen284,0
scen741,0
scen136,0
scen590,0
scen603,0
scen59,0
scen477,0
scen470,0
scen50,0
scen64,0
scen130,0
scen619,0
scen533,0
scen608,0
scen8,0
scen504,0
scen701,0
scen244,0
scen691,0
scen629,0
scen414,0
scen714,0
scen670,0
scen562,0
scen283,0
scen845,0
scen452,0
scen726,0
scen57,0
scen795,0
scen411,0
scen694,0
scen422,0
scen478,0
scen520,0
scen733,0
scen847,0
scen419,0
scen459,0
scen654,0
scen374,0
scen728,0
scen604,0
scen401,0
scen556,0
scen801,0
scen611,0
scen54,0
scen525,0
scen516,0
scen842,0
scen153,0
scen853,0
scen388,0
scen104,0
scen503,0
scen851,0
scen389,0
scen260,0
scen827,0
scen601,0
scen195,0
scen102,0
scen105,0
scen223,0
scen781,0
scen507,0
scen811,0
scen383,0
scen449,0
scen894,0
scen289,0
scen67,0
scen184,0
scen66,0
scen868,0
scen639,0
scen237,0
scen620,0
scen380,0
scen628,0
scen114,0
scen415,0
scen723,0
scen28,0
scen455,0
scen188,0
scen93,0
scen483,0
scen308,0
scen855,0
scen526,0
scen640,0
scen614,0
scen395,0
scen171,0
scen534,0
scen265,0
scen431,0
scen609,0
scen378,0
scen216,0
scen158,0
scen359,0
scen689,0
scen370,0
scen426,0
scen442,0
scen607,0
scen787,0
scen334,0
scen786,0
scen610,0
scen304,0
scen566,0
scen263,0
scen259,0
scen13,0
scen675,0
scen473,0
scen300,0
scen584,0
scen885,0
scen458,0
scen113,0
scen320,0
scen834,0
scen460,0
scen197,0
scen236,0
scen381,0
scen248,0
scen127,0
scen754,0
scen828,0
scen444,0
scen613,0
scen386,0
scen400,0
scen597,0
scen282,0
scen88,0
scen666,0
scen568,0
scen311,0
scen547,0
scen511,0
scen58,0
scen751,0
scen536,0
scen85,0
scen598,0
scen333,0
scen90,0
scen115,0
scen555,0
scen783,0
scen280,0
scen413,0
scen698,0
scen822,0
scen772,0
scen451,0
scen872,0
scen792,0
scen798,0
scen232,0
scen634,0
scen225,0
scen339,0
scen352,0
scen423,0
scen484,0
scen767,0
scen190,0
scen468,0
scen676,0
scen710,0
scen312,0
scen80,0
scen465,0
scen331,0
scen537,0
scen572,0
scen494,0
scen729,0
scen256,0
scen139,0
scen160,0
scen625,0
scen747,0
scen599,0
scen759,0
scen467,0
scen880,0
scen667,0
scen665,0
scen23,0
scen424,0
scen291,0
scen183,0
scen700,0
scen405,0
scen210,0
scen655,0
scen769,0
scen580,0
scen155,0
scen833,0
scen187,0
scen618,0
scen557,0
scen447,0
scen208,0
scen325,0
scen856,0
scen734,0
scen445,0
scen509,0
scen3,0
scen892,0
scen281,0
scen739,0
scen129,0
scen317,0
scen170,0
scen648,0
scen632,0
scen358,0
scen297,0
scen247,0
scen577,0
scen859,0
scen428,0
scen74,0
scen309,0
scen348,0
scen207,0
scen245,0
scen871,0
scen19,0
scen861,0
scen569,0
scen84,0
scen116,0
scen725,0
scen364,0
scen662,0
scen683,0
scen615,0
scen343,0
scen768,0
scen900,0
scen1,0
scen131,0
scen165,0
scen475,0
scen254,0
scen588,0
scen672,0
scen349,0
scen806,0
scen41,0
scen539,0
scen740,0
scen762,0
scen199,0
scen126,0
scen490,0
scen471,0
scen461,0
scen538,0
scen652,0
scen631,0
scen658,0
scen142,0
scen750,0
scen469,0
scen151,0
scen249,0
scen123,0
scen878,0
scen869,0
scen143,0
scen817,0
scen253,0
scen602,0
scen367,0
scen736,0
scen159,0
scen438,0
scen421,0
scen234,0
scen228,0
scen363,0
scen27,0
scen857,0
scen561,0
scen732,0
scen70,0
scen361,0
scen543,0
scen727,0
scen432,0
scen40,0
scen409,0
scen731,0
scen56,0
scen124,0
scen230,0
scen301,0
scen382,0
scen581,0
scen435,0
scen766,0
scen724,0
scen398,0
scen174,0
scen661,0
scen192,0
scen164,0
scen653,0
scen350,0
scen535,0
scen803,0
scen286,0
scen125,0
scen807,0
scen674,0
scen454,0
scen272,0
scen396,0
scen49,0
scen354,0
scen212,0
scen575,0
scen336,0
scen118,0
scen780,0
scen682,0
scen315,0
scen709,0
scen243,0
scen663,0
scen684,0
scen517,0
scen486,0
scen540,0
scen110,0
scen849,0
scen149,0
scen519,0
scen587,0
scen290,0
scen810,0
scen763,0
scen870,0
scen368,0
scen335,0
scen138,0
scen773,0
scen215,0
scen886,0
scen211,0
scen651,0
scen273,0
scen552,0
scen606,0
scen362,0
scen716,0
scen150,0
scen876,0
scen7,0
scen22,0
scen636,0
scen446,0
scen393,0
scen231,0
scen699,0
scen161,0
scen616,0
scen326,0
scen863,0
scen12,0
scen443,0
scen696,0
scen134,0
scen128,0
scen679,0
scen594,0
scen850,0
scen107,0
scen221,0
scen261,0
scen748,0
scen790,0
scen799,0
scen101,0
scen26,0
scen20,0
scen823,0
scen346,0
scen425,0
scen299,0
scen17,0
scen33,0
scen527,0
scen641,0
scen429,0
scen330,0
scen657,0
scen275,0
scen669,0
scen898,0
scen258,0
scen650,0
scen505,0
scen122,0
scen399,0
scen24,0
scen310,0
scen591,0
scen595,0
scen172,0
scen412,0
scen542,0
scen373,0
scen564,0
scen485,0
scen816,0
scen749,0
scen656,0
scen39,0
scen316,0
scen879,0
scen826,0
scen214,0
scen523,0
scen404,0
scen482,0
scen776,0
scen463,0
scen121,0
scen327,0
scen624,0
scen267,0
scen307,0
scen178,0
scen623,0
scen76,0
scen814,0
scen778,0
scen99,0
scen177,0
scen635,0
scen279,0
scen18,0
scen337,0
scen240,0
scen37,0
scen839,0
scen794,0
scen895,0
scen649,0
scen498,0
scen166,0
scen365,0
scen474,0
scen551,0
scen48,0
scen257,0
scen357,0
scen553,0
scen53,0
scen185,0
scen434,0
scen135,0
scen321,0
scen278,0
scen217,0
scen761,0
scen887,0
scen554,0
scen493,0
scen328,0
scen818,0
scen205,0
scen583,0
scen202,0
scen271,0
scen9,0
scen488,0
scen4,0
scen719,0
scen884,0
scen191,0
scen203,0
scen644,0
scen73,0
scen306,0
scen480,0
scen705,0
scen366,0
scen832,0
scen544,0
scen837,0
scen515,0
scen492,0
scen63,0
scen390,0
scen262,0
scen846,0
scen804,0
scen643,0
scen296,0
scen800,0
scen852,0
scen266,0
scen318,0
scen453,0
scen592,0
scen765,0
scen574,0
scen605,0
scen163,0
scen319,0
scen711,0
scen270,0
scen450,
scen812,
scen96,
scen55,
scen758,
scen819,
scen182,
scen479,
scen154,
scen513,
scen332,
scen707,
scen69,
scen441,
scen596,
scen612,
scen78,
scen167,
scen391,
scen169,
scen730,
scen219,
scen436,
scen36,
scen21,
scen743,
scen491,
scen418,
scen34,
scen499,
scen821,
scen815,
scen29,
scen44,
scen524,
scen745,
scen92,
scen133,
scen824,
scen35,
scen874,
scen559,
scen14,
scen848,
scen239,
scen813,
scen146,
scen16,
scen417,
scen686,
scen681,
scen100,
scen175,
scen218,
scen168,
scen313,
scen779,
scen528,
scen805,
scen144,
scen633,
scen462,
scen10,
scen862,
scen372,
scen621,
scen72,
scen269,
scen899,
scen305,
scen355,
scen437,
scen877,
scen508,
scen189,
scen690,
scen112,
scen843,
scen111,
scen678,
scen360,
scen896,
scen108,
scen71,
scen529,
scen302,
scen456,
scen809,
scen774,
scen42,
scen489,
scen514,
scen755,
scen582,
scen589,
scen495,
scen384,
scen77,
scen677,
scen889,
scen680,
scen764,
scen30,
scen145,
scen137,
scen692,
scen103,
scen31,
scen782,
scen695,
scen712,
scen717,
scen347,
scen180,
scen466,
scen563,
scen548,
scen518,
scen329,
scen722,
scen268,
scen213,
scen541,
scen858,
scen342,
scen693,
scen369,
scen521,
scen791,
scen98,
scen427,
scen25,
scen5,
scen201,
scen836,
scen825,
scen416,
scen585,
scen522,
scen179,
scen322,
scen703,
scen830,
scen2,
scen433,
scen89,
scen338,
scen838,
scen250,
scen796,
scen403,
scen162,
scen106,
scen38,
scen117,
scen742,
scen638,
scen867,
scen567,
scen86,
scen157,
scen324,
scen642,
scen246,
scen757,
scen600,
scen68,
scen226,
scen464,
scen227,
scen277,
scen186,
scen820,
scen531,
scen95,
scen738,
scen47,
scen109,
scen829,
scen209,
scen647,
scen276,
scen287,
scen593,
scen176,
scen392,
scen835,
scen292,
scen87,
scen156,
scen140,
scen371,
scen148,
scen51,
scen500,
scen97,
scen578,
scen788,
scen476,
scen220,
scen487,
scen229,
scen797,
scen626,
scen235,
scen697,
scen173,
scen530,
scen52,
scen420,
scen222,
scen893,
scen746,
scen882,
scen406,
scen854,
scen387,
scen204,
scen630,
scen82,
scen233,
scen448,
scen891,
scen340,
scen637,
scen673,
scen147,
scen617,
scen410,
scen91,
scen708,
scen576,
scen777,
scen351,
scen457,
scen715,
scen671,
scen61,
scen664,
scen94,
scen356,
scen685,
scen646,
scen881,
scen875,
scen721,
scen579,
scen407,
scen43,
scen586,
scen659,
scen688,
scen793,
scen897,
scen295,
scen713,
scen6,
scen341,
scen808,
scen46,
scen194,
scen79,
scen737,
scen558,
scen241,
scen775,
scen550,
scen402,
scen571,
scen238,
scen865,
scen251,
scen193,
scen844,
scen873,
scen345,
scen752,
scen622,
scen408,
scen353,
scen841,
scen198,
scen668,
scen293,
scen560,
scen285,
scen298,
scen784,
scen377,
scen32,
scen141,
scen15,
scen430,
scen802,
scen81,
scen706,
scen770,
scen45,
scen510,
scen11,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
