 ,value
scen820,1
scen876,1
scen697,1
scen718,1
scen862,1
scen363,1
scen28,1
scen880,1
scen815,1
scen199,1
scen132,1
scen513,1
scen629,1
scen564,1
scen614,1
scen144,1
scen810,1
scen895,1
scen186,1
scen456,1
scen161,1
scen159,1
scen59,1
scen38,1
scen450,1
scen626,1
scen740,1
scen680,1
scen618,1
scen496,1
scen33,1
scen792,1
scen866,1
scen270,1
scen165,1
scen228,1
scen412,1
scen570,1
scen63,1
scen856,1
scen373,1
scen328,1
scen310,1
scen534,1
scen619,1
scen367,0
scen769,0
scen538,0
scen46,0
scen4,0
scen49,0
scen653,0
scen182,0
scen360,0
scen416,0
scen3,0
scen247,0
scen838,0
scen257,0
scen821,0
scen342,0
scen295,0
scen502,0
scen715,0
scen17,0
scen833,0
scen662,0
scen66,0
scen676,0
scen771,0
scen105,0
scen767,0
scen36,0
scen812,0
scen850,0
scen78,0
scen871,0
scen485,0
scen210,0
scen337,0
scen180,0
scen791,0
scen503,0
scen664,0
scen690,0
scen509,0
scen134,0
scen417,0
scen831,0
scen278,0
scen627,0
scen285,0
scen784,0
scen864,0
scen238,0
scen85,0
scen643,0
scen644,0
scen21,0
scen884,0
scen869,0
scen723,0
scen329,0
scen799,0
scen454,0
scen358,0
scen436,0
scen563,0
scen547,0
scen212,0
scen843,0
scen216,0
scen136,0
scen241,0
scen204,0
scen121,0
scen127,0
scen192,0
scen7,0
scen844,0
scen516,0
scen606,0
scen736,0
scen414,0
scen423,0
scen369,0
scen772,0
scen357,0
scen813,0
scen332,0
scen550,0
scen514,0
scen312,0
scen124,0
scen768,0
scen401,0
scen381,0
scen609,0
scen655,0
scen471,0
scen817,0
scen559,0
scen845,0
scen842,0
scen262,0
scen80,0
scen617,0
scen233,0
scen419,0
scen585,0
scen245,0
scen143,0
scen561,0
scen130,0
scen331,0
scen883,0
scen894,0
scen304,0
scen96,0
scen452,0
scen464,0
scen541,0
scen591,0
scen243,0
scen753,0
scen413,0
scen428,0
scen355,0
scen877,0
scen628,0
scen882,0
scen47,0
scen298,0
scen855,0
scen691,0
scen218,0
scen171,0
scen190,0
scen874,0
scen185,0
scen264,0
scen860,0
scen524,0
scen805,0
scen765,0
scen249,0
scen365,0
scen415,0
scen814,0
scen52,0
scen489,0
scen22,0
scen284,0
scen138,0
scen25,0
scen323,0
scen377,0
scen557,0
scen778,0
scen744,0
scen267,0
scen50,0
scen252,0
scen345,0
scen480,0
scen248,0
scen383,0
scen457,0
scen685,0
scen782,0
scen306,0
scen374,0
scen634,0
scen141,0
scen549,0
scen109,0
scen222,0
scen101,0
scen402,0
scen120,0
scen209,0
scen230,0
scen611,0
scen362,0
scen147,0
scen29,0
scen226,0
scen118,0
scen885,0
scen23,0
scen73,0
scen527,0
scen418,0
scen315,0
scen356,0
scen861,0
scen879,0
scen429,0
scen12,0
scen378,0
scen107,0
scen539,0
scen154,0
scen422,0
scen223,0
scen286,0
scen819,0
scen558,0
scen668,0
