 ,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
scen1,0,0,0,0,0,0,0.212,9.303,98.354,937.012,672.786,1178.492,1324.563,1324.658,1167.97,978.145,750.739,418.051,160.104,105.349,0,0,0,0
scen2,0,0,0,0,0,0,0.479,10.064,97.286,758.023,1572.626,1457.467,1649.09,1813.924,1003.969,1236.37,724.582,549.791,204.889,131.653,0,0,0,0
scen3,0,0,0,0,0,0,0.646,24.597,156.286,812.057,1079.142,985.853,706.718,820.045,923.985,1069.236,864.514,423.328,208.543,123.747,0,0,0,0
scen4,0,0,0,0,0,0,0,14.106,46.804,685.565,592.935,774.32,593.092,704.836,923.672,964.185,780.793,437.028,164.383,105.475,0,0,0,0
scen5,0,0,0,0,0,0,0,20.832,194.981,631.446,898.306,1154.386,995.44,1438.58,966.343,872.595,727.629,407.748,168.827,135.386,0,0,0,0
scen6,0,0,0,0,0,0,0,7.219,189.55,652.306,1024.539,1341.218,1008.356,1030.295,1130.932,1091.247,790.946,439.074,170.794,106.97,0,0,0,0
scen7,0,0,0,0,0,0,0.178,23.881,81.452,799.796,1081.101,903.881,1347.92,1160.558,1072.952,847.232,694.018,507.977,186.048,121.179,0,0,0,0
scen8,0,0,0,0,0,0,0,44.188,179.555,677.462,1019.679,854.294,1010.989,1395.397,1171.564,909.113,771.577,524.778,206.547,123.129,0,0,0,0
scen9,0,0,0,0,0,0,0.428,21.678,106.228,721.046,652.471,1116.824,854.409,1115.305,1316.508,999.527,779.192,513.928,156.741,119.827,0,0,0,0
scen10,0,0,0,0,0,0,0.22,22.93,159.684,650.071,1004.781,1227.016,1332.963,985.764,1275.003,1140.303,792.885,510.2,175.94,141.438,0,0,0,0
scen11,0,0,0,0,0,0,0,8.039,80.721,815.897,1066.949,722.011,1362.185,1054.447,1263.218,1061.585,716.473,424.232,172.839,113.145,0,0,0,0
scen12,0,0,0,0,0,0,0.598,2.499,164.251,676.703,637.47,1150.582,1223.102,1231.117,1007.499,829.761,734.033,502.534,210.747,126.757,0,0,0,0
scen13,0,0,0,0,0,0,0.376,3.245,217.489,833.479,1114.788,1144.803,1345.61,1035.267,1003.923,1065.938,667.022,454.226,183.489,128.652,0,0,0,0
scen14,0,0,0,0,0,0,0.588,18.641,107.355,607.144,850.311,987.25,1120.188,1246.693,1113.599,1007.999,773.261,532.638,187.848,128.783,0,0,0,0
scen15,0,0,0,0,0,0,0,32.337,137.277,836.66,1316.186,1018.278,1280.472,1171.667,1235.09,1038.806,847.319,459.94,212.834,137.9,0,0,0,0
scen16,0,0,0,0,0,0,0.256,15.291,82.606,544.623,532.589,615.319,1065.54,1463.348,953.891,851.521,731.982,406.246,207.243,128.04,0,0,0,0
scen17,0,0,0,0,0,0,0,0,151.202,840.318,1199.733,1081.239,1076.244,1353.131,1022.595,976.852,755.478,423.204,177.131,116.549,0,0,0,0
