 ,value
scen649,1
scen533,1
scen322,1
scen268,1
scen653,1
scen352,1
scen55,1
scen281,1
scen436,1
scen357,1
scen575,1
scen289,1
scen147,1
scen505,1
scen37,1
scen668,1
scen489,1
scen701,1
scen409,1
scen7,1
scen444,1
scen674,1
scen140,1
scen527,1
scen689,1
scen492,1
scen540,1
scen488,1
scen408,1
scen807,1
scen443,1
scen814,1
scen2,1
scen303,1
scen81,1
scen731,1
scen594,1
scen389,1
scen462,1
scen261,1
scen671,1
scen15,1
scen442,1
scen204,1
scen879,1
scen150,0
scen736,0
scen401,0
scen23,0
scen564,0
scen181,0
scen475,0
scen291,0
scen375,0
scen705,0
scen42,0
scen882,0
scen219,0
scen555,0
scen300,0
scen669,0
scen362,0
scen734,0
scen196,0
scen845,0
scen606,0
scen714,0
scen891,0
scen474,0
scen396,0
scen130,0
scen763,0
scen764,0
scen644,0
scen106,0
scen835,0
scen482,0
scen212,0
scen660,0
scen613,0
scen655,0
scen309,0
scen727,0
scen392,0
scen429,0
scen61,0
scen346,0
scen776,0
scen778,0
scen341,0
scen249,0
scen576,0
scen560,0
scen557,0
scen74,0
scen397,0
scen458,0
scen496,0
scen834,0
scen571,0
scen724,0
scen376,0
scen167,0
scen323,0
scen753,0
scen625,0
scen873,0
scen33,0
scen87,0
scen535,0
scen331,0
scen67,0
scen75,0
scen519,0
scen806,0
scen35,0
scen529,0
scen889,0
scen252,0
scen691,0
scen819,0
scen797,0
scen635,0
scen869,0
scen485,0
scen663,0
scen868,0
scen78,0
scen435,0
scen878,0
scen830,0
scen766,0
scen104,0
scen743,0
scen343,0
scen158,0
scen57,0
scen26,0
scen161,0
scen68,0
scen137,0
scen315,0
scen493,0
scen592,0
scen288,0
scen803,0
scen299,0
scen476,0
scen600,0
scen810,0
scen712,0
scen820,0
scen524,0
scen808,0
scen164,0
scen231,0
scen18,0
scen487,0
scen385,0
scen791,0
scen218,0
scen787,0
scen50,0
scen486,0
scen748,0
scen79,0
scen450,0
scen348,0
scen399,0
scen430,0
scen852,0
scen605,0
scen159,0
scen833,0
scen523,0
scen365,0
scen521,0
scen739,0
scen822,0
scen30,0
scen541,0
scen604,0
scen831,0
scen749,0
scen785,0
scen528,0
